hetnet	feature	nonzero	auroc	auprc	feature_type	permuted
rephetio-v2.0	CdG<rGdAlD	0.56185	0.57985	0.2715	dwpc	0
rephetio-v2.0_perm-1	CdG<rGdAlD	0.62225	0.59008	0.27544	dwpc	1
rephetio-v2.0_perm-2	CdG<rGdAlD	0.60397	0.59158	0.27766	dwpc	1
rephetio-v2.0_perm-3	CdG<rGdAlD	0.6151	0.58522	0.28712	dwpc	1
rephetio-v2.0_perm-4	CdG<rGdAlD	0.62358	0.56049	0.26123	dwpc	1
rephetio-v2.0_perm-5	CdG<rGdAlD	0.62331	0.58511	0.27379	dwpc	1
rephetio-v2.0	CdG<rGdCpD	0.28026	0.57835	0.28369	dwpc	0
rephetio-v2.0_perm-1	CdG<rGdCpD	0.27974	0.57928	0.28105	dwpc	1
rephetio-v2.0_perm-2	CdG<rGdCpD	0.27285	0.58609	0.28422	dwpc	1
rephetio-v2.0_perm-3	CdG<rGdCpD	0.24344	0.57452	0.29856	dwpc	1
rephetio-v2.0_perm-4	CdG<rGdCpD	0.28159	0.59606	0.28488	dwpc	1
rephetio-v2.0_perm-5	CdG<rGdCpD	0.24291	0.56734	0.27404	dwpc	1
rephetio-v2.0	CdG<rGdCtD	0.64238	0.61154	0.36032	dwpc	0
rephetio-v2.0_perm-1	CdG<rGdCtD	0.60636	0.64081	0.35371	dwpc	1
rephetio-v2.0_perm-2	CdG<rGdCtD	0.62649	0.6234	0.33235	dwpc	1
rephetio-v2.0_perm-3	CdG<rGdCtD	0.62755	0.62622	0.33019	dwpc	1
rephetio-v2.0_perm-4	CdG<rGdCtD	0.62013	0.62881	0.33096	dwpc	1
rephetio-v2.0_perm-5	CdG<rGdCtD	0.6143	0.64083	0.37975	dwpc	1
rephetio-v2.0	CdG<rGdD	0.29166	0.58167	0.2908	dwpc	0
rephetio-v2.0_perm-1	CdG<rGdD	0.28715	0.58104	0.27771	dwpc	1
rephetio-v2.0_perm-2	CdG<rGdD	0.29166	0.56859	0.26087	dwpc	1
rephetio-v2.0_perm-3	CdG<rGdD	0.29351	0.58328	0.2838	dwpc	1
rephetio-v2.0_perm-4	CdG<rGdD	0.28636	0.57322	0.26161	dwpc	1
rephetio-v2.0_perm-5	CdG<rGdD	0.28106	0.57451	0.27145	dwpc	1
rephetio-v2.0	CdG<rGdDrD	0.49007	0.55088	0.25263	dwpc	0
rephetio-v2.0_perm-1	CdG<rGdDrD	0.44874	0.53843	0.23953	dwpc	1
rephetio-v2.0_perm-2	CdG<rGdDrD	0.47629	0.53312	0.23886	dwpc	1
rephetio-v2.0_perm-3	CdG<rGdDrD	0.49325	0.59696	0.29325	dwpc	1
rephetio-v2.0_perm-4	CdG<rGdDrD	0.47497	0.53723	0.23583	dwpc	1
rephetio-v2.0_perm-5	CdG<rGdDrD	0.48238	0.5188	0.23428	dwpc	1
rephetio-v2.0	CdG<rGiGaD	0.67179	0.61782	0.35224	dwpc	0
rephetio-v2.0_perm-1	CdG<rGiGaD	0.6694	0.62236	0.338	dwpc	1
rephetio-v2.0_perm-2	CdG<rGiGaD	0.67417	0.61652	0.32603	dwpc	1
rephetio-v2.0_perm-3	CdG<rGiGaD	0.66702	0.62059	0.34268	dwpc	1
rephetio-v2.0_perm-4	CdG<rGiGaD	0.67285	0.61258	0.32867	dwpc	1
rephetio-v2.0_perm-5	CdG<rGiGaD	0.66808	0.6208	0.35322	dwpc	1
rephetio-v2.0	CdG<rGiGdD	0.32344	0.58666	0.28768	dwpc	0
rephetio-v2.0_perm-1	CdG<rGiGdD	0.31497	0.58597	0.2771	dwpc	1
rephetio-v2.0_perm-2	CdG<rGiGdD	0.32742	0.57467	0.26799	dwpc	1
rephetio-v2.0_perm-3	CdG<rGiGdD	0.31258	0.58132	0.27975	dwpc	1
rephetio-v2.0_perm-4	CdG<rGiGdD	0.32106	0.5745	0.25642	dwpc	1
rephetio-v2.0_perm-5	CdG<rGiGdD	0.3094	0.58361	0.27358	dwpc	1
rephetio-v2.0	CdG<rGiGuD	0.33139	0.59436	0.30264	dwpc	0
rephetio-v2.0_perm-1	CdG<rGiGuD	0.31497	0.59547	0.28201	dwpc	1
rephetio-v2.0_perm-2	CdG<rGiGuD	0.32318	0.58669	0.27206	dwpc	1
rephetio-v2.0_perm-3	CdG<rGiGuD	0.32477	0.59591	0.28217	dwpc	1
rephetio-v2.0_perm-4	CdG<rGiGuD	0.32689	0.59324	0.27345	dwpc	1
rephetio-v2.0_perm-5	CdG<rGiGuD	0.31894	0.59831	0.28642	dwpc	1
rephetio-v2.0	CdG<rGr>GaD	0.66967	0.61806	0.34484	dwpc	0
rephetio-v2.0_perm-1	CdG<rGr>GaD	0.67152	0.61979	0.33918	dwpc	1
rephetio-v2.0_perm-2	CdG<rGr>GaD	0.67497	0.62078	0.32744	dwpc	1
rephetio-v2.0_perm-3	CdG<rGr>GaD	0.66781	0.62245	0.33434	dwpc	1
rephetio-v2.0_perm-4	CdG<rGr>GaD	0.67603	0.61596	0.34257	dwpc	1
rephetio-v2.0_perm-5	CdG<rGr>GaD	0.67152	0.62451	0.35595	dwpc	1
rephetio-v2.0	CdG<rGr>GdD	0.30861	0.58399	0.28447	dwpc	0
rephetio-v2.0_perm-1	CdG<rGr>GdD	0.30172	0.58318	0.28201	dwpc	1
rephetio-v2.0_perm-2	CdG<rGr>GdD	0.32371	0.57329	0.25865	dwpc	1
rephetio-v2.0_perm-3	CdG<rGr>GdD	0.31391	0.58135	0.27769	dwpc	1
rephetio-v2.0_perm-4	CdG<rGr>GdD	0.31709	0.57615	0.25825	dwpc	1
rephetio-v2.0_perm-5	CdG<rGr>GdD	0.31126	0.58337	0.27628	dwpc	1
rephetio-v2.0	CdG<rGr>GuD	0.32397	0.5939	0.30383	dwpc	0
rephetio-v2.0_perm-1	CdG<rGr>GuD	0.32636	0.60232	0.28827	dwpc	1
rephetio-v2.0_perm-2	CdG<rGr>GuD	0.32477	0.58847	0.27207	dwpc	1
rephetio-v2.0_perm-3	CdG<rGr>GuD	0.32795	0.59689	0.29347	dwpc	1
rephetio-v2.0_perm-4	CdG<rGr>GuD	0.32954	0.59058	0.27133	dwpc	1
rephetio-v2.0_perm-5	CdG<rGr>GuD	0.32238	0.59912	0.28864	dwpc	1
rephetio-v2.0	CdG<rGuAlD	0.56185	0.57954	0.28259	dwpc	0
rephetio-v2.0_perm-1	CdG<rGuAlD	0.62172	0.59208	0.27776	dwpc	1
rephetio-v2.0_perm-2	CdG<rGuAlD	0.60424	0.59325	0.27841	dwpc	1
rephetio-v2.0_perm-3	CdG<rGuAlD	0.6143	0.58406	0.28504	dwpc	1
rephetio-v2.0_perm-4	CdG<rGuAlD	0.62358	0.55776	0.25864	dwpc	1
rephetio-v2.0_perm-5	CdG<rGuAlD	0.62358	0.58472	0.27246	dwpc	1
rephetio-v2.0	CdG<rGuCpD	0.26199	0.5795	0.28531	dwpc	0
rephetio-v2.0_perm-1	CdG<rGuCpD	0.26675	0.57975	0.27819	dwpc	1
rephetio-v2.0_perm-2	CdG<rGuCpD	0.25801	0.58275	0.28073	dwpc	1
rephetio-v2.0_perm-3	CdG<rGuCpD	0.18728	0.5521	0.28221	dwpc	1
rephetio-v2.0_perm-4	CdG<rGuCpD	0.25219	0.57958	0.27084	dwpc	1
rephetio-v2.0_perm-5	CdG<rGuCpD	0.20954	0.54511	0.25838	dwpc	1
rephetio-v2.0	CdG<rGuCtD	0.63152	0.61311	0.35923	dwpc	0
rephetio-v2.0_perm-1	CdG<rGuCtD	0.58861	0.64421	0.35446	dwpc	1
rephetio-v2.0_perm-2	CdG<rGuCtD	0.63073	0.61967	0.33583	dwpc	1
rephetio-v2.0_perm-3	CdG<rGuCtD	0.62834	0.62474	0.32637	dwpc	1
rephetio-v2.0_perm-4	CdG<rGuCtD	0.6151	0.63113	0.3348	dwpc	1
rephetio-v2.0_perm-5	CdG<rGuCtD	0.61377	0.63979	0.37872	dwpc	1
rephetio-v2.0	CdG<rGuD	0.29192	0.58017	0.29835	dwpc	0
rephetio-v2.0_perm-1	CdG<rGuD	0.30146	0.59514	0.28413	dwpc	1
rephetio-v2.0_perm-2	CdG<rGuD	0.30199	0.58732	0.27365	dwpc	1
rephetio-v2.0_perm-3	CdG<rGuD	0.29616	0.58982	0.28534	dwpc	1
rephetio-v2.0_perm-4	CdG<rGuD	0.27974	0.57093	0.26196	dwpc	1
rephetio-v2.0_perm-5	CdG<rGuD	0.27868	0.57707	0.28288	dwpc	1
rephetio-v2.0	CdG<rGuDrD	0.49457	0.55395	0.25761	dwpc	0
rephetio-v2.0_perm-1	CdG<rGuDrD	0.44901	0.5385	0.23838	dwpc	1
rephetio-v2.0_perm-2	CdG<rGuDrD	0.48053	0.53441	0.24269	dwpc	1
rephetio-v2.0_perm-3	CdG<rGuDrD	0.49245	0.5974	0.28984	dwpc	1
rephetio-v2.0_perm-4	CdG<rGuDrD	0.47629	0.53626	0.23254	dwpc	1
rephetio-v2.0_perm-5	CdG<rGuDrD	0.48212	0.52262	0.23918	dwpc	1
rephetio-v2.0	CdGaD	0.1796	0.60385	0.35392	dwpc	0
rephetio-v2.0_perm-1	CdGaD	0.17166	0.59028	0.31934	dwpc	1
rephetio-v2.0_perm-2	CdGaD	0.17536	0.58361	0.3117	dwpc	1
rephetio-v2.0_perm-3	CdGaD	0.17219	0.58572	0.31294	dwpc	1
rephetio-v2.0_perm-4	CdGaD	0.1857	0.58156	0.31697	dwpc	1
rephetio-v2.0_perm-5	CdGaD	0.16768	0.58556	0.32107	dwpc	1
rephetio-v2.0	CdGaDaGaD	0.58914	0.61885	0.35193	dwpc	0
rephetio-v2.0_perm-1	CdGaDaGaD	0.5955	0.60871	0.31936	dwpc	1
rephetio-v2.0_perm-2	CdGaDaGaD	0.5955	0.61104	0.32151	dwpc	1
rephetio-v2.0_perm-3	CdGaDaGaD	0.58199	0.60922	0.32482	dwpc	1
rephetio-v2.0_perm-4	CdGaDaGaD	0.59629	0.60166	0.32449	dwpc	1
rephetio-v2.0_perm-5	CdGaDaGaD	0.56185	0.60817	0.33836	dwpc	1
rephetio-v2.0	CdGaDaGdD	0.26623	0.58107	0.31467	dwpc	0
rephetio-v2.0_perm-1	CdGaDaGdD	0.24503	0.57673	0.2777	dwpc	1
rephetio-v2.0_perm-2	CdGaDaGdD	0.26225	0.5681	0.26319	dwpc	1
rephetio-v2.0_perm-3	CdGaDaGdD	0.24212	0.56891	0.26987	dwpc	1
rephetio-v2.0_perm-4	CdGaDaGdD	0.26596	0.56812	0.25975	dwpc	1
rephetio-v2.0_perm-5	CdGaDaGdD	0.24609	0.57115	0.27188	dwpc	1
rephetio-v2.0	CdGaDaGuD	0.26596	0.58477	0.31036	dwpc	0
rephetio-v2.0_perm-1	CdGaDaGuD	0.25907	0.5799	0.27316	dwpc	1
rephetio-v2.0_perm-2	CdGaDaGuD	0.27179	0.5757	0.26876	dwpc	1
rephetio-v2.0_perm-3	CdGaDaGuD	0.25166	0.5776	0.27781	dwpc	1
rephetio-v2.0_perm-4	CdGaDaGuD	0.26119	0.57723	0.27585	dwpc	1
rephetio-v2.0_perm-5	CdGaDaGuD	0.24742	0.58301	0.28419	dwpc	1
rephetio-v2.0	CdGaDdGaD	0.51841	0.61232	0.32589	dwpc	0
rephetio-v2.0_perm-1	CdGaDdGaD	0.48927	0.60401	0.3247	dwpc	1
rephetio-v2.0_perm-2	CdGaDdGaD	0.47682	0.61581	0.32858	dwpc	1
rephetio-v2.0_perm-3	CdGaDdGaD	0.47682	0.59999	0.31978	dwpc	1
rephetio-v2.0_perm-4	CdGaDdGaD	0.49139	0.59108	0.31515	dwpc	1
rephetio-v2.0_perm-5	CdGaDdGaD	0.48503	0.60687	0.3384	dwpc	1
rephetio-v2.0	CdGaDdGdD	0.24689	0.57857	0.30646	dwpc	0
rephetio-v2.0_perm-1	CdGaDdGdD	0.23947	0.56968	0.26733	dwpc	1
rephetio-v2.0_perm-2	CdGaDdGdD	0.2355	0.56409	0.26252	dwpc	1
rephetio-v2.0_perm-3	CdGaDdGdD	0.22781	0.56478	0.26884	dwpc	1
rephetio-v2.0_perm-4	CdGaDdGdD	0.24026	0.55993	0.25703	dwpc	1
rephetio-v2.0_perm-5	CdGaDdGdD	0.23073	0.56834	0.27291	dwpc	1
rephetio-v2.0	CdGaDdGuD	0.24053	0.56563	0.29401	dwpc	0
rephetio-v2.0_perm-1	CdGaDdGuD	0.24132	0.58473	0.283	dwpc	1
rephetio-v2.0_perm-2	CdGaDdGuD	0.23391	0.5642	0.26668	dwpc	1
rephetio-v2.0_perm-3	CdGaDdGuD	0.22278	0.5717	0.27363	dwpc	1
rephetio-v2.0_perm-4	CdGaDdGuD	0.23338	0.56364	0.27182	dwpc	1
rephetio-v2.0_perm-5	CdGaDdGuD	0.22066	0.56768	0.27871	dwpc	1
rephetio-v2.0	CdGaDlAlD	0.56238	0.59782	0.28208	dwpc	0
rephetio-v2.0_perm-1	CdGaDlAlD	0.5796	0.58741	0.27968	dwpc	1
rephetio-v2.0_perm-2	CdGaDlAlD	0.57298	0.58803	0.28077	dwpc	1
rephetio-v2.0_perm-3	CdGaDlAlD	0.56848	0.59387	0.28007	dwpc	1
rephetio-v2.0_perm-4	CdGaDlAlD	0.58305	0.57828	0.27244	dwpc	1
rephetio-v2.0_perm-5	CdGaDlAlD	0.54623	0.59087	0.28052	dwpc	1
rephetio-v2.0	CdGaDpCpD	0.15709	0.56713	0.32268	dwpc	0
rephetio-v2.0_perm-1	CdGaDpCpD	0.18172	0.58151	0.31081	dwpc	1
rephetio-v2.0_perm-2	CdGaDpCpD	0.17086	0.57046	0.29262	dwpc	1
rephetio-v2.0_perm-3	CdGaDpCpD	0.1547	0.56531	0.29284	dwpc	1
rephetio-v2.0_perm-4	CdGaDpCpD	0.15444	0.56348	0.29055	dwpc	1
rephetio-v2.0_perm-5	CdGaDpCpD	0.16026	0.5776	0.30649	dwpc	1
rephetio-v2.0	CdGaDpCtD	0.17192	0.56647	0.28849	dwpc	0
rephetio-v2.0_perm-1	CdGaDpCtD	0.24132	0.6059	0.31792	dwpc	1
rephetio-v2.0_perm-2	CdGaDpCtD	0.22225	0.62121	0.34518	dwpc	1
rephetio-v2.0_perm-3	CdGaDpCtD	0.25192	0.60639	0.32977	dwpc	1
rephetio-v2.0_perm-4	CdGaDpCtD	0.25748	0.59097	0.29505	dwpc	1
rephetio-v2.0_perm-5	CdGaDpCtD	0.22755	0.61499	0.34403	dwpc	1
rephetio-v2.0	CdGaDpSpD	0.56318	0.59728	0.29278	dwpc	0
rephetio-v2.0_perm-1	CdGaDpSpD	0.57351	0.58382	0.26876	dwpc	1
rephetio-v2.0_perm-2	CdGaDpSpD	0.57616	0.59136	0.27019	dwpc	1
rephetio-v2.0_perm-3	CdGaDpSpD	0.56742	0.58922	0.2735	dwpc	1
rephetio-v2.0_perm-4	CdGaDpSpD	0.58093	0.58018	0.26852	dwpc	1
rephetio-v2.0_perm-5	CdGaDpSpD	0.5449	0.59201	0.27969	dwpc	1
rephetio-v2.0	CdGaDrD	0.31311	0.57051	0.27721	dwpc	0
rephetio-v2.0_perm-1	CdGaDrD	0.29113	0.54928	0.25258	dwpc	1
rephetio-v2.0_perm-2	CdGaDrD	0.29881	0.54844	0.24976	dwpc	1
rephetio-v2.0_perm-3	CdGaDrD	0.29722	0.57576	0.28169	dwpc	1
rephetio-v2.0_perm-4	CdGaDrD	0.29483	0.5419	0.24213	dwpc	1
rephetio-v2.0_perm-5	CdGaDrD	0.27126	0.5654	0.2606	dwpc	1
rephetio-v2.0	CdGaDrDrD	0.44503	0.58585	0.28685	dwpc	0
rephetio-v2.0_perm-1	CdGaDrDrD	0.50225	0.57398	0.25887	dwpc	1
rephetio-v2.0_perm-2	CdGaDrDrD	0.49934	0.57213	0.25196	dwpc	1
rephetio-v2.0_perm-3	CdGaDrDrD	0.48132	0.56392	0.2476	dwpc	1
rephetio-v2.0_perm-4	CdGaDrDrD	0.5057	0.56518	0.25301	dwpc	1
rephetio-v2.0_perm-5	CdGaDrDrD	0.47152	0.56411	0.24579	dwpc	1
rephetio-v2.0	CdGaDtCpD	0.10702	0.55365	0.3143	dwpc	0
rephetio-v2.0_perm-1	CdGaDtCpD	0.11444	0.55332	0.28675	dwpc	1
rephetio-v2.0_perm-2	CdGaDtCpD	0.12662	0.53827	0.26146	dwpc	1
rephetio-v2.0_perm-3	CdGaDtCpD	0.10437	0.55625	0.30703	dwpc	1
rephetio-v2.0_perm-4	CdGaDtCpD	0.11126	0.54098	0.26764	dwpc	1
rephetio-v2.0_perm-5	CdGaDtCpD	0.12848	0.5466	0.27455	dwpc	1
rephetio-v2.0	CdGaDtCtD	0.39629	0.61392	0.35548	dwpc	0
rephetio-v2.0_perm-1	CdGaDtCtD	0.45166	0.62216	0.32923	dwpc	1
rephetio-v2.0_perm-2	CdGaDtCtD	0.45457	0.63036	0.34691	dwpc	1
rephetio-v2.0_perm-3	CdGaDtCtD	0.44821	0.61644	0.328	dwpc	1
rephetio-v2.0_perm-4	CdGaDtCtD	0.49272	0.6128	0.32878	dwpc	1
rephetio-v2.0_perm-5	CdGaDtCtD	0.45907	0.62887	0.35998	dwpc	1
rephetio-v2.0	CdGaDuGaD	0.53881	0.62041	0.35038	dwpc	0
rephetio-v2.0_perm-1	CdGaDuGaD	0.50596	0.59898	0.31935	dwpc	1
rephetio-v2.0_perm-2	CdGaDuGaD	0.48609	0.61081	0.32802	dwpc	1
rephetio-v2.0_perm-3	CdGaDuGaD	0.49272	0.59783	0.31538	dwpc	1
rephetio-v2.0_perm-4	CdGaDuGaD	0.49907	0.59096	0.31577	dwpc	1
rephetio-v2.0_perm-5	CdGaDuGaD	0.4996	0.60954	0.34407	dwpc	1
rephetio-v2.0	CdGaDuGdD	0.2355	0.57167	0.29112	dwpc	0
rephetio-v2.0_perm-1	CdGaDuGdD	0.22146	0.56942	0.27293	dwpc	1
rephetio-v2.0_perm-2	CdGaDuGdD	0.23099	0.56272	0.26137	dwpc	1
rephetio-v2.0_perm-3	CdGaDuGdD	0.22358	0.56434	0.26929	dwpc	1
rephetio-v2.0_perm-4	CdGaDuGdD	0.23391	0.56117	0.25758	dwpc	1
rephetio-v2.0_perm-5	CdGaDuGdD	0.22278	0.56759	0.2711	dwpc	1
rephetio-v2.0	CdGaDuGuD	0.24689	0.57745	0.29957	dwpc	0
rephetio-v2.0_perm-1	CdGaDuGuD	0.25272	0.58822	0.2807	dwpc	1
rephetio-v2.0_perm-2	CdGaDuGuD	0.24132	0.57049	0.26694	dwpc	1
rephetio-v2.0_perm-3	CdGaDuGuD	0.23099	0.57155	0.27728	dwpc	1
rephetio-v2.0_perm-4	CdGaDuGuD	0.23894	0.56752	0.26873	dwpc	1
rephetio-v2.0_perm-5	CdGaDuGuD	0.23815	0.58267	0.28706	dwpc	1
rephetio-v2.0	CdGbCbGaD	0.32265	0.60451	0.32518	dwpc	0
rephetio-v2.0_perm-1	CdGbCbGaD	0.36397	0.592	0.31067	dwpc	1
rephetio-v2.0_perm-2	CdGbCbGaD	0.37139	0.60458	0.31108	dwpc	1
rephetio-v2.0_perm-3	CdGbCbGaD	0.3351	0.59915	0.32767	dwpc	1
rephetio-v2.0_perm-4	CdGbCbGaD	0.36821	0.58838	0.30321	dwpc	1
rephetio-v2.0_perm-5	CdGbCbGaD	0.34834	0.60149	0.34263	dwpc	1
rephetio-v2.0	CdGbCbGdD	0.12901	0.55562	0.29632	dwpc	0
rephetio-v2.0_perm-1	CdGbCbGdD	0.13272	0.54401	0.27706	dwpc	1
rephetio-v2.0_perm-2	CdGbCbGdD	0.13801	0.55515	0.28317	dwpc	1
rephetio-v2.0_perm-3	CdGbCbGdD	0.11921	0.54337	0.27678	dwpc	1
rephetio-v2.0_perm-4	CdGbCbGdD	0.13113	0.53835	0.25805	dwpc	1
rephetio-v2.0_perm-5	CdGbCbGdD	0.1094	0.54585	0.28547	dwpc	1
rephetio-v2.0	CdGbCbGuD	0.13033	0.55225	0.28774	dwpc	0
rephetio-v2.0_perm-1	CdGbCbGuD	0.12238	0.53649	0.25818	dwpc	1
rephetio-v2.0_perm-2	CdGbCbGuD	0.13351	0.54462	0.26667	dwpc	1
rephetio-v2.0_perm-3	CdGbCbGuD	0.12212	0.54523	0.28404	dwpc	1
rephetio-v2.0_perm-4	CdGbCbGuD	0.13007	0.53995	0.25931	dwpc	1
rephetio-v2.0_perm-5	CdGbCbGuD	0.11815	0.54795	0.29009	dwpc	1
rephetio-v2.0	CdGbCdGaD	0.28715	0.58765	0.31079	dwpc	0
rephetio-v2.0_perm-1	CdGbCdGaD	0.27099	0.58547	0.31237	dwpc	1
rephetio-v2.0_perm-2	CdGbCdGaD	0.28026	0.59525	0.30267	dwpc	1
rephetio-v2.0_perm-3	CdGbCdGaD	0.26967	0.58867	0.32255	dwpc	1
rephetio-v2.0_perm-4	CdGbCdGaD	0.28715	0.57882	0.30088	dwpc	1
rephetio-v2.0_perm-5	CdGbCdGaD	0.24079	0.5884	0.33839	dwpc	1
rephetio-v2.0	CdGbCdGdD	0.14066	0.55765	0.27645	dwpc	0
rephetio-v2.0_perm-1	CdGbCdGdD	0.12874	0.55428	0.28591	dwpc	1
rephetio-v2.0_perm-2	CdGbCdGdD	0.13828	0.55117	0.26605	dwpc	1
rephetio-v2.0_perm-3	CdGbCdGdD	0.12265	0.54842	0.27851	dwpc	1
rephetio-v2.0_perm-4	CdGbCdGdD	0.1298	0.54056	0.25436	dwpc	1
rephetio-v2.0_perm-5	CdGbCdGdD	0.11576	0.55467	0.29481	dwpc	1
rephetio-v2.0	CdGbCdGuD	0.14887	0.55899	0.30099	dwpc	0
rephetio-v2.0_perm-1	CdGbCdGuD	0.13695	0.5523	0.28097	dwpc	1
rephetio-v2.0_perm-2	CdGbCdGuD	0.14517	0.55913	0.27945	dwpc	1
rephetio-v2.0_perm-3	CdGbCdGuD	0.12715	0.55296	0.29361	dwpc	1
rephetio-v2.0_perm-4	CdGbCdGuD	0.14013	0.5395	0.25798	dwpc	1
rephetio-v2.0_perm-5	CdGbCdGuD	0.12159	0.55803	0.29675	dwpc	1
rephetio-v2.0	CdGbCpD	0.0074172	0.49869	0.17284	dwpc	0
rephetio-v2.0_perm-1	CdGbCpD	0.034437	0.52972	0.34872	dwpc	1
rephetio-v2.0_perm-2	CdGbCpD	0.035497	0.51899	0.28744	dwpc	1
rephetio-v2.0_perm-3	CdGbCpD	0.022252	0.51996	0.34885	dwpc	1
rephetio-v2.0_perm-4	CdGbCpD	0.025166	0.51493	0.29894	dwpc	1
rephetio-v2.0_perm-5	CdGbCpD	0.025695	0.52028	0.33109	dwpc	1
rephetio-v2.0	CdGbCpDrD	0.026755	0.49995	0.20162	dwpc	0
rephetio-v2.0_perm-1	CdGbCpDrD	0.092715	0.52872	0.25566	dwpc	1
rephetio-v2.0_perm-2	CdGbCpDrD	0.11285	0.53559	0.26372	dwpc	1
rephetio-v2.0_perm-3	CdGbCpDrD	0.12185	0.54972	0.28342	dwpc	1
rephetio-v2.0_perm-4	CdGbCpDrD	0.10808	0.52744	0.25294	dwpc	1
rephetio-v2.0_perm-5	CdGbCpDrD	0.091126	0.54215	0.29465	dwpc	1
rephetio-v2.0	CdGbCrCpD	0.02702	0.50283	0.2172	dwpc	0
rephetio-v2.0_perm-1	CdGbCrCpD	0.083444	0.54543	0.29977	dwpc	1
rephetio-v2.0_perm-2	CdGbCrCpD	0.099603	0.54101	0.28104	dwpc	1
rephetio-v2.0_perm-3	CdGbCrCpD	0.070728	0.5523	0.33948	dwpc	1
rephetio-v2.0_perm-4	CdGbCrCpD	0.083444	0.53365	0.26987	dwpc	1
rephetio-v2.0_perm-5	CdGbCrCpD	0.082649	0.54564	0.29902	dwpc	1
rephetio-v2.0	CdGbCrCtD	0.15497	0.61324	0.36827	dwpc	0
rephetio-v2.0_perm-1	CdGbCrCtD	0.18437	0.59344	0.3392	dwpc	1
rephetio-v2.0_perm-2	CdGbCrCtD	0.19232	0.59672	0.32531	dwpc	1
rephetio-v2.0_perm-3	CdGbCrCtD	0.19073	0.57498	0.30865	dwpc	1
rephetio-v2.0_perm-4	CdGbCrCtD	0.20371	0.59298	0.31106	dwpc	1
rephetio-v2.0_perm-5	CdGbCrCtD	0.18172	0.61242	0.35704	dwpc	1
rephetio-v2.0	CdGbCtD	0.12424	0.60132	0.37766	dwpc	0
rephetio-v2.0_perm-1	CdGbCtD	0.096689	0.55412	0.30173	dwpc	1
rephetio-v2.0_perm-2	CdGbCtD	0.087417	0.55904	0.32932	dwpc	1
rephetio-v2.0_perm-3	CdGbCtD	0.10172	0.57534	0.34549	dwpc	1
rephetio-v2.0_perm-4	CdGbCtD	0.095099	0.55829	0.31483	dwpc	1
rephetio-v2.0_perm-5	CdGbCtD	0.075232	0.57109	0.37693	dwpc	1
rephetio-v2.0	CdGbCtDrD	0.19788	0.57046	0.28587	dwpc	0
rephetio-v2.0_perm-1	CdGbCtDrD	0.1547	0.53681	0.24543	dwpc	1
rephetio-v2.0_perm-2	CdGbCtDrD	0.15709	0.54301	0.25513	dwpc	1
rephetio-v2.0_perm-3	CdGbCtDrD	0.15709	0.5462	0.27008	dwpc	1
rephetio-v2.0_perm-4	CdGbCtDrD	0.16583	0.54744	0.25804	dwpc	1
rephetio-v2.0_perm-5	CdGbCtDrD	0.14119	0.54267	0.26211	dwpc	1
rephetio-v2.0	CdGbCuGaD	0.3094	0.59311	0.31005	dwpc	0
rephetio-v2.0_perm-1	CdGbCuGaD	0.28106	0.59573	0.31553	dwpc	1
rephetio-v2.0_perm-2	CdGbCuGaD	0.30808	0.59251	0.30974	dwpc	1
rephetio-v2.0_perm-3	CdGbCuGaD	0.28715	0.58807	0.31513	dwpc	1
rephetio-v2.0_perm-4	CdGbCuGaD	0.29351	0.58685	0.31122	dwpc	1
rephetio-v2.0_perm-5	CdGbCuGaD	0.26013	0.58671	0.33874	dwpc	1
rephetio-v2.0	CdGbCuGdD	0.14093	0.55611	0.28906	dwpc	0
rephetio-v2.0_perm-1	CdGbCuGdD	0.13272	0.55721	0.28799	dwpc	1
rephetio-v2.0_perm-2	CdGbCuGdD	0.13669	0.54831	0.26743	dwpc	1
rephetio-v2.0_perm-3	CdGbCuGdD	0.12053	0.54809	0.28491	dwpc	1
rephetio-v2.0_perm-4	CdGbCuGdD	0.13669	0.54826	0.26533	dwpc	1
rephetio-v2.0_perm-5	CdGbCuGdD	0.12238	0.54803	0.2814	dwpc	1
rephetio-v2.0	CdGbCuGuD	0.14331	0.55767	0.2918	dwpc	0
rephetio-v2.0_perm-1	CdGbCuGuD	0.14172	0.5593	0.28567	dwpc	1
rephetio-v2.0_perm-2	CdGbCuGuD	0.14225	0.5516	0.27183	dwpc	1
rephetio-v2.0_perm-3	CdGbCuGuD	0.13007	0.5485	0.28595	dwpc	1
rephetio-v2.0_perm-4	CdGbCuGuD	0.13934	0.54212	0.25761	dwpc	1
rephetio-v2.0_perm-5	CdGbCuGuD	0.1155	0.55038	0.29121	dwpc	1
rephetio-v2.0	CdGcG<rGaD	0.48689	0.60984	0.34491	dwpc	0
rephetio-v2.0_perm-1	CdGcG<rGaD	0.50702	0.61278	0.3287	dwpc	1
rephetio-v2.0_perm-2	CdGcG<rGaD	0.49881	0.60408	0.3227	dwpc	1
rephetio-v2.0_perm-3	CdGcG<rGaD	0.50278	0.61598	0.33971	dwpc	1
rephetio-v2.0_perm-4	CdGcG<rGaD	0.50649	0.5917	0.32613	dwpc	1
rephetio-v2.0_perm-5	CdGcG<rGaD	0.49536	0.60823	0.33616	dwpc	1
rephetio-v2.0	CdGcG<rGdD	0.21828	0.56733	0.29191	dwpc	0
