name	alpha	incl_degrees	seed	auroc	auprc	tjur
rephetio-v2.0	0	0	1	0.979967983860348	0.935006879716641	0.594369814569282
rephetio-v2.0	1	0	1	0.96844129643438	0.915408880946451	0.637686873540271
rephetio-v2.0	0	0	2	0.982800315775612	0.942622180812181	0.62169701253182
rephetio-v2.0	1	0	2	0.969806587430388	0.9190793634455	0.646965984802492
rephetio-v2.0	0	0	3	0.981871847725966	0.940080028594896	0.612728530720294
rephetio-v2.0	1	0	3	0.969806587430388	0.9190793634455	0.646965984802492
rephetio-v2.0	0	0	4	0.980955659839471	0.937663124903265	0.603617535592266
rephetio-v2.0	1	0	4	0.971097758870235	0.922453874099576	0.655994230258639
rephetio-v2.0	0	0	5	0.982800315775612	0.942622180812181	0.62169701253182
rephetio-v2.0	1	0	5	0.969806587430388	0.9190793634455	0.646965984802492
rephetio-v2.0_perm-1	0	0	1	0.872241129775014	0.662036879590153	0.206700451018489
rephetio-v2.0_perm-1	1	0	1	0.963689311872296	0.912531483995658	0.551747547086376
rephetio-v2.0_perm-1	0	0	2	0.893753782728823	0.714610390319209	0.247317033332134
rephetio-v2.0_perm-1	1	0	2	0.965980000877161	0.917758975179953	0.565946584697407
rephetio-v2.0_perm-1	0	0	3	0.863477040480685	0.641513540517645	0.191830801117417
rephetio-v2.0_perm-1	1	0	3	0.963689311872296	0.912531483995658	0.551747547086376
rephetio-v2.0_perm-1	0	0	4	0.872241129775014	0.662036879590153	0.206700451018489
rephetio-v2.0_perm-1	1	0	4	0.965980000877161	0.917758975179953	0.565946584697407
rephetio-v2.0_perm-1	0	0	5	0.889575895794044	0.704177953633112	0.238799698902804
rephetio-v2.0_perm-1	1	0	5	0.963689311872296	0.912531483995658	0.551747547086376
rephetio-v2.0_perm-2	0	0	1	0.920980658743025	0.787616256720797	0.301593484187419
rephetio-v2.0_perm-2	1	0	1	0.965659400903469	0.914205067594478	0.562719132979409
rephetio-v2.0_perm-2	0	0	2	0.904408139993843	0.746384939283594	0.26305723587168
rephetio-v2.0_perm-2	1	0	2	0.968551379325467	0.921122821674626	0.578062667072928
rephetio-v2.0_perm-2	0	0	3	0.886329108372428	0.703732883335466	0.227668984249083
rephetio-v2.0_perm-2	1	0	3	0.962697688697863	0.907053061956375	0.547351513504112
rephetio-v2.0_perm-2	0	0	4	0.916968115433521	0.777541574310818	0.291686082836531
rephetio-v2.0_perm-2	1	0	4	0.959404412087178	0.899098047107575	0.531868464168431
rephetio-v2.0_perm-2	0	0	5	0.891003464760306	0.714520567406617	0.236208759226344
rephetio-v2.0_perm-2	1	0	5	0.965659400903469	0.914205067594478	0.562719132979409
rephetio-v2.0_perm-3	0	0	1	0.834712074031829	0.597124062027246	0.160378473509667
rephetio-v2.0_perm-3	1	0	1	0.970252620499095	0.917029494916354	0.572311420363617
rephetio-v2.0_perm-3	0	0	2	0.859493443270014	0.644635572709953	0.193580473799512
rephetio-v2.0_perm-3	1	0	2	0.970252620499095	0.917029494916354	0.572311420363617
rephetio-v2.0_perm-3	0	0	3	0.844716459804382	0.615690602714484	0.173082750927219
rephetio-v2.0_perm-3	1	0	3	0.970252620499095	0.917029494916354	0.572311420363617
rephetio-v2.0_perm-3	0	0	4	0.839640805227829	0.606380221852414	0.166642932981121
rephetio-v2.0_perm-3	1	0	4	0.967579053550279	0.90904486408461	0.555753090407952
rephetio-v2.0_perm-3	0	0	5	0.859493443270014	0.644635572709953	0.193580473799512
rephetio-v2.0_perm-3	1	0	5	0.967579053550279	0.90904486408461	0.555753090407952
rephetio-v2.0_perm-4	0	0	1	0.86504890136397	0.655923803821062	0.193883518088009
rephetio-v2.0_perm-4	1	0	1	0.965112933643243	0.906132249128025	0.540539126882937
rephetio-v2.0_perm-4	0	0	2	0.891822727073367	0.719616560580278	0.24257686533688
rephetio-v2.0_perm-4	1	0	2	0.965112933643243	0.906132249128025	0.540539126882937
rephetio-v2.0_perm-4	0	0	3	0.87400201745537	0.676853383412279	0.209304934690779
rephetio-v2.0_perm-4	1	0	3	0.970406561115724	0.920354730984636	0.573245854474803
rephetio-v2.0_perm-4	0	0	4	0.86504890136397	0.655923803821062	0.193883518088009
rephetio-v2.0_perm-4	1	0	4	0.967840884171736	0.91315051393812	0.556648777129618
rephetio-v2.0_perm-4	0	0	5	0.86504890136397	0.655923803821062	0.193883518088009
rephetio-v2.0_perm-4	1	0	5	0.967840884171736	0.91315051393812	0.556648777129618
rephetio-v2.0_perm-5	0	0	1	0.874506381299058	0.684715183161155	0.224629013980166
rephetio-v2.0_perm-5	1	0	1	0.967810622341136	0.916652849750446	0.572508304258286
rephetio-v2.0_perm-5	0	0	2	0.865124336651889	0.664489090774455	0.209347085831291
rephetio-v2.0_perm-5	1	0	2	0.956540064032282	0.885090564967489	0.510700988833849
rephetio-v2.0_perm-5	0	0	3	0.860559186000596	0.654905820082901	0.202008388004137
rephetio-v2.0_perm-5	1	0	3	0.959627647910192	0.893588848266053	0.526068023398258
rephetio-v2.0_perm-5	0	0	4	0.87917898337791	0.695206614063514	0.232555403036419
rephetio-v2.0_perm-5	1	0	4	0.962413929213646	0.900910389977625	0.541470443974494
rephetio-v2.0_perm-5	0	0	5	0.84222797245733	0.617335382357046	0.174587431603173
rephetio-v2.0_perm-5	1	0	5	0.967810622341136	0.916652849750446	0.572508304258286
