abbreviation	length	midpoint_index	optimal_join_index	sequential_complexity
CdGuCdGaD	4	2	4	3.0531770302097727
CdGuCdGdD	4	2	4	2.834140367764963
CdGuCdGuD	4	2	4	2.8402501212654983
CdGuCpDrD	4	2	3	2.438945059114504
CdGuCrCpD	4	2	4	2.461951024096848
CdGuCrCtD	4	2	4	2.748833368699537
CdGuCtDrD	4	2	3	2.725827403717193
CdGuCuGaD	4	2	4	3.0019936355759986
CdGuCuGdD	4	2	4	2.7829569731311885
CdGuCuGuD	4	2	4	2.7890667266317237
CdGuDaGaD	4	2	2	3.4992825926935467
CdGuDaGdD	4	2	2	3.2802459302487366
CdGuDaGuD	4	2	2	3.2863556837492722
CdGuDdGaD	4	2	2	3.2802459302487366
CdGuDdGdD	4	2	2	3.061209267803927
CdGuDdGuD	4	2	2	3.0673190213044625
CdGuDlAlD	4	2	3	4.126899156843661
CdGuDpCpD	4	2	4	1.6092752900919303
CdGuDpCtD	4	2	2	1.8961576346946194
CdGuDpSpD	4	2	3	4.028466364953027
CdGuDrDrD	4	2	3	3.552976876310351
CdGuDtCpD	4	2	2	1.8961576346946194
CdGuDtCtD	4	2	2	2.1830399792973085
CdGuDuGaD	4	2	2	3.2863556837492722
CdGuDuGdD	4	2	2	3.0673190213044625
CdGuDuGuD	4	2	2	3.0734287748049978
CiPCiCbGaD	4	2	4	2.0087412427698856
CiPCiCbGdD	4	2	4	1.7897045803250757
CiPCiCbGuD	4	2	4	1.7958143338256112
CiPCiCdGaD	4	2	4	2.269693967884767
CiPCiCdGdD	4	2	4	2.0506573054399575
CiPCiCdGuD	4	2	4	2.056767058940493
CiPCiCpDrD	4	2	4	1.6554619967894983
CiPCiCrCpD	4	2	4	1.6784679617718425
CiPCiCrCtD	4	2	4	1.9653503063745315
CiPCiCtDrD	4	2	4	1.9423443413921875
CiPCiCuGaD	4	2	4	2.218510573250993
CiPCiCuGdD	4	2	4	1.9994739108061832
CiPCiCuGuD	4	2	4	2.0055836643067186
CpDaG<rGaD	4	2	4	3.3021336929221587
CpDaG<rGdD	4	2	4	3.083097030477349
CpDaG<rGuD	4	2	4	3.0892067839778843
CpDaGaDrD	4	2	3	3.097977530542552
CpDaGbCpD	4	2	4	1.561249473921323
CpDaGbCtD	4	2	4	1.8481318185240119
CpDaGcGaD	4	2	4	2.969053792991704
CpDaGcGdD	4	2	4	2.7500171305468943
CpDaGcGuD	4	2	4	2.7561268840474296
CpDaGdAlD	4	2	3	4.059644186444658
CpDaGdCpD	4	2	4	1.8222021990362047
CpDaGdCtD	4	2	4	2.1090845436388936
CpDaGdDrD	4	2	3	2.878940868097742
CpDaGeAlD	4	2	3	4.771345001390412
CpDaGiGaD	4	2	4	3.355166767445896
CpDaGiGdD	4	2	4	3.136130105001086
CpDaGiGuD	4	2	4	3.1422398585016214
CpDaGr>GaD	4	2	4	3.3021336929221587
CpDaGr>GdD	4	2	4	3.083097030477349
CpDaGr>GuD	4	2	4	3.0892067839778843
CpDaGuAlD	4	2	3	4.040575298794097
CpDaGuCpD	4	2	4	1.7710188044024302
CpDaGuCtD	4	2	4	2.0579011490051196
CpDaGuDrD	4	2	3	2.8850506215982774
CpDdG<rGaD	4	2	4	3.083097030477349
CpDdG<rGdD	4	2	4	2.864060368032539
CpDdG<rGuD	4	2	4	2.8701701215330746
CpDdGaDrD	4	2	3	2.878940868097742
CpDdGbCpD	4	2	4	1.342212811476513
CpDdGbCtD	4	2	4	1.6290951560792022
CpDdGcGaD	4	2	4	2.7500171305468943
CpDdGcGdD	4	2	4	2.530980468102084
CpDdGcGuD	4	2	4	2.53709022160262
CpDdGdAlD	4	2	3	3.8406075239998487
CpDdGdCpD	4	2	4	1.603165536591395
CpDdGdCtD	4	2	4	1.890047881194084
CpDdGdDrD	4	2	3	2.6599042056529325
CpDdGeAlD	4	2	3	4.552308338945602
CpDdGiGaD	4	2	4	3.136130105001086
CpDdGiGdD	4	2	4	2.9170934425562765
CpDdGiGuD	4	2	4	2.9232031960568117
CpDdGr>GaD	4	2	4	3.083097030477349
CpDdGr>GdD	4	2	4	2.864060368032539
CpDdGr>GuD	4	2	4	2.8701701215330746
CpDdGuAlD	4	2	3	3.8215386363492865
CpDdGuCpD	4	2	4	1.5519821419576205
CpDdGuCtD	4	2	4	1.8388644865603097
CpDdGuDrD	4	2	3	2.6660139591534677
CpDlAdGaD	4	2	2	4.059644186444658
CpDlAdGdD	4	2	2	3.8406075239998487
CpDlAdGuD	4	2	2	3.846717277500384
CpDlAeGaD	4	2	2	4.771345001390412
CpDlAeGdD	4	2	2	4.552308338945602
CpDlAeGuD	4	2	2	4.558418092446138
CpDlAlDrD	4	2	3	3.725594094692666
CpDlAuGaD	4	2	2	4.040575298794097
CpDlAuGdD	4	2	2	3.8215386363492865
CpDlAuGuD	4	2	2	3.8276483898498217
CpDpCbGaD	4	2	4	1.561249473921323
CpDpCbGdD	4	2	4	1.342212811476513
CpDpCbGuD	4	2	4	1.3483225649770485
CpDpCdGaD	4	2	4	1.8222021990362047
CpDpCdGdD	4	2	4	1.6031655365913948
CpDpCdGuD	4	2	4	1.6092752900919303
CpDpCpDrD	4	2	4	1.207970227940936
CpDpCrCpD	4	2	4	1.2309761929232799
CpDpCrCtD	4	2	4	1.517858537525969
CpDpCtDrD	4	2	4	1.4948525725436248
CpDpCuGaD	4	2	4	1.7710188044024302
CpDpCuGdD	4	2	4	1.5519821419576205
CpDpCuGuD	4	2	4	1.5580918954581557
CpDpSpDrD	4	2	3	3.6271613028020324
CpDrDaGaD	4	2	2	3.097977530542552
CpDrDaGdD	4	2	2	2.878940868097742
CpDrDaGuD	4	2	2	2.8850506215982774
CpDrDdGaD	4	2	2	2.878940868097742
CpDrDdGdD	4	2	2	2.6599042056529325
CpDrDdGuD	4	2	2	2.6660139591534677
CpDrDlAlD	4	2	3	3.725594094692666
CpDrDpCpD	4	2	4	1.207970227940936
CpDrDpCtD	4	2	4	1.4948525725436248
CpDrDpSpD	4	2	3	3.6271613028020324
CpDrDrDrD	4	2	3	3.1516718141593567
CpDrDtCpD	4	2	4	1.4948525725436248
CpDrDtCtD	4	2	2	1.781734917146314
CpDrDuGaD	4	2	2	2.8850506215982774
CpDrDuGdD	4	2	2	2.6660139591534677
CpDrDuGuD	4	2	2	2.672123712654003
CpDtCbGaD	4	2	4	1.8481318185240119
CpDtCbGdD	4	2	4	1.6290951560792022
CpDtCbGuD	4	2	4	1.6352049095797374
CpDtCdGaD	4	2	4	2.1090845436388936
CpDtCdGdD	4	2	4	1.890047881194084
CpDtCdGuD	4	2	4	1.8961576346946194
CpDtCpDrD	4	2	4	1.4948525725436248
CpDtCrCpD	4	2	4	1.517858537525969
CpDtCrCtD	4	2	4	1.804740882128658
CpDtCtDrD	4	2	4	1.7817349171463137
CpDtCuGaD	4	2	4	2.0579011490051196
CpDtCuGdD	4	2	4	1.8388644865603097
CpDtCuGuD	4	2	4	1.8449742400608449
CpDuG<rGaD	4	2	4	3.0892067839778843
CpDuG<rGdD	4	2	4	2.8701701215330746
CpDuG<rGuD	4	2	4	2.87627987503361
CpDuGaDrD	4	2	3	2.8850506215982774
CpDuGbCpD	4	2	4	1.3483225649770485
CpDuGbCtD	4	2	4	1.6352049095797374
CpDuGcGaD	4	2	4	2.7561268840474296
CpDuGcGdD	4	2	4	2.53709022160262
CpDuGcGuD	4	2	4	2.543199975103155
CpDuGdAlD	4	2	3	3.846717277500384
CpDuGdCpD	4	2	4	1.6092752900919303
CpDuGdCtD	4	2	4	1.8961576346946194
CpDuGdDrD	4	2	3	2.6660139591534677
CpDuGeAlD	4	2	3	4.558418092446138
CpDuGiGaD	4	2	4	3.1422398585016214
CpDuGiGdD	4	2	4	2.9232031960568117
CpDuGiGuD	4	2	4	2.929312949557347
CpDuGr>GaD	4	2	4	3.0892067839778843
CpDuGr>GdD	4	2	4	2.8701701215330746
CpDuGr>GuD	4	2	4	2.87627987503361
CpDuGuAlD	4	2	3	3.8276483898498217
CpDuGuCpD	4	2	4	1.5580918954581557
CpDuGuCtD	4	2	4	1.8449742400608449
CpDuGuDrD	4	2	3	2.672123712654003
CrCbG<rGaD	4	2	4	3.7321131875016946
CrCbG<rGdD	4	2	4	3.5130765250568845
CrCbG<rGuD	4	2	4	3.51918627855742
CrCbGaDrD	4	2	3	3.5279570251220878
CrCbGbCpD	4	2	4	1.9912289685008586
CrCbGbCtD	4	2	4	2.2781113131035475
CrCbGcGaD	4	2	4	3.39903328757124
CrCbGcGdD	4	2	4	3.1799966251264298
CrCbGcGuD	4	2	4	3.1861063786269654
CrCbGdAlD	4	2	3	4.489623681024194
CrCbGdCpD	4	2	4	2.2521816936157406
CrCbGdCtD	4	2	4	2.5390640382184295
CrCbGdDrD	4	2	3	3.308920362677278
CrCbGeAlD	4	2	3	5.201324495969948
CrCbGiGaD	4	2	4	3.7851462620254317
CrCbGiGdD	4	2	4	3.5661095995806216
CrCbGiGuD	4	2	4	3.5722193530811572
CrCbGr>GaD	4	2	4	3.7321131875016946
CrCbGr>GdD	4	2	4	3.5130765250568845
CrCbGr>GuD	4	2	4	3.51918627855742
CrCbGuAlD	4	2	3	4.470554793373632
CrCbGuCpD	4	2	4	2.200998298981966
CrCbGuCtD	4	2	4	2.487880643584655
CrCbGuDrD	4	2	3	3.3150301161778133
CrCcSEcCpD	4	2	2	4.712789452292837
CrCcSEcCtD	4	2	2	4.999671796895526
CrCdG<rGaD	4	2	4	3.9930659126165766
CrCdG<rGdD	4	2	4	3.7740292501717665
CrCdG<rGuD	4	2	4	3.7801390036723017
CrCdGaDrD	4	2	3	3.7889097502369697
CrCdGbCpD	4	2	4	2.2521816936157406
CrCdGbCtD	4	2	4	2.5390640382184295
CrCdGcGaD	4	2	4	3.6599860126861214
CrCdGcGdD	4	2	4	3.4409493502413118
CrCdGcGuD	4	2	4	3.4470591037418474
CrCdGdAlD	4	2	3	4.750576406139076
CrCdGdCpD	4	2	4	2.513134418730622
CrCdGdCtD	4	2	4	2.8000167633333115
CrCdGdDrD	4	2	3	3.5698730877921596
CrCdGeAlD	4	2	3	5.46227722108483
CrCdGiGaD	4	2	4	4.046098987140313
CrCdGiGdD	4	2	4	3.8270623246955036
CrCdGiGuD	4	2	4	3.8331720781960392
CrCdGr>GaD	4	2	4	3.9930659126165766
CrCdGr>GdD	4	2	4	3.7740292501717665
CrCdGr>GuD	4	2	4	3.7801390036723017
CrCdGuAlD	4	2	3	4.731507518488514
CrCdGuCpD	4	2	4	2.461951024096848
CrCdGuCtD	4	2	4	2.748833368699537
CrCdGuDrD	4	2	3	3.5759828412926953
CrCiPCiCpD	4	2	4	1.6784679617718425
CrCiPCiCtD	4	2	4	1.9653503063745315
CrCpDaGaD	4	2	2	3.120983495524896
CrCpDaGdD	4	2	2	2.9019468330800864
CrCpDaGuD	4	2	2	2.9080565865806216
CrCpDdGaD	4	2	2	2.9019468330800864
CrCpDdGdD	4	2	2	2.6829101706352763
CrCpDdGuD	4	2	2	2.689019924135812
CrCpDlAlD	4	2	3	3.74860005967501
CrCpDpCpD	4	2	4	1.2309761929232799
CrCpDpCtD	4	2	4	1.517858537525969
CrCpDpSpD	4	2	3	3.6501672677843766
CrCpDrDrD	4	2	3	3.1746777791417005
CrCpDtCpD	4	2	4	1.517858537525969
CrCpDtCtD	4	2	2	1.804740882128658
CrCpDuGaD	4	2	2	2.9080565865806216
CrCpDuGdD	4	2	2	2.689019924135812
CrCpDuGuD	4	2	2	2.695129677636347
CrCrCbGaD	4	2	2	3.550962990104432
CrCrCbGdD	4	2	2	3.3319263276596223
CrCrCbGuD	4	2	2	3.3380360811601575
CrCrCdGaD	4	2	2	3.811915715219314
CrCrCdGdD	4	2	2	3.592879052774504
CrCrCdGuD	4	2	2	3.5989888062750395
CrCrCpDrD	4	2	3	3.197683744124045
CrCrCrCpD	4	2	2	3.220689709106389
CrCrCrCtD	4	2	2	3.5075720537090778
CrCrCtDrD	4	2	3	3.484566088726734
CrCrCuGaD	4	2	2	3.7607323205855394
CrCrCuGdD	4	2	2	3.5416956581407297
CrCrCuGuD	4	2	2	3.547805411641265
CrCtDaGaD	4	2	2	3.407865840127585
CrCtDaGdD	4	2	2	3.1888291776827753
CrCtDaGuD	4	2	2	3.1949389311833105
CrCtDdGaD	4	2	2	3.1888291776827753
CrCtDdGdD	4	2	2	2.9697925152379656
CrCtDdGuD	4	2	2	2.975902268738501
CrCtDlAlD	4	2	3	4.035482404277699
CrCtDpCpD	4	2	4	1.517858537525969
CrCtDpCtD	4	2	2	1.804740882128658
CrCtDpSpD	4	2	3	3.9370496123870655
CrCtDrDrD	4	2	3	3.46156012374439
CrCtDtCpD	4	2	2	1.804740882128658
CrCtDtCtD	4	2	2	2.091623226731347
CrCtDuGaD	4	2	2	3.1949389311833105
CrCtDuGdD	4	2	2	2.975902268738501
CrCtDuGuD	4	2	2	2.9820120222390365
CrCuG<rGaD	4	2	4	3.941882517982802
CrCuG<rGdD	4	2	4	3.722845855537992
CrCuG<rGuD	4	2	4	3.7289556090385276
CrCuGaDrD	4	2	3	3.737726355603195
CrCuGbCpD	4	2	4	2.200998298981966
CrCuGbCtD	4	2	4	2.487880643584655
CrCuGcGaD	4	2	4	3.6088026180523474
CrCuGcGdD	4	2	4	3.3897659556075372
CrCuGcGuD	4	2	4	3.395875709108073
CrCuGdAlD	4	2	3	4.699393011505301
CrCuGdCpD	4	2	4	2.461951024096848
CrCuGdCtD	4	2	4	2.748833368699537
CrCuGdDrD	4	2	3	3.5186896931583855
CrCuGeAlD	4	2	3	5.411093826451055
CrCuGiGaD	4	2	4	3.994915592506539
CrCuGiGdD	4	2	4	3.7758789300617295
CrCuGiGuD	4	2	4	3.7819886835622647
CrCuGr>GaD	4	2	4	3.941882517982802
CrCuGr>GdD	4	2	4	3.722845855537992
CrCuGr>GuD	4	2	4	3.7289556090385276
CrCuGuAlD	4	2	3	4.6803241238547395
CrCuGuCpD	4	2	4	2.4107676294630735
CrCuGuCtD	4	2	4	2.6976499740657625
CrCuGuDrD	4	2	3	3.5247994466589208
CtDaG<rGaD	4	2	4	3.5890160375248477
CtDaG<rGdD	4	2	4	3.369979375080038
CtDaG<rGuD	4	2	4	3.376089128580573
CtDaGaDrD	4	2	3	3.3848598751452412
CtDaGbCpD	4	2	4	1.8481318185240119
CtDaGbCtD	4	2	4	2.135014163126701
CtDaGcGaD	4	2	4	3.255936137594393
CtDaGcGdD	4	2	4	3.0368994751495832
CtDaGcGuD	4	2	4	3.0430092286501185
CtDaGdAlD	4	2	3	4.346526531047347
CtDaGdCpD	4	2	4	2.1090845436388936
CtDaGdCtD	4	2	4	2.395966888241583
CtDaGdDrD	4	2	3	3.165823212700431
CtDaGeAlD	4	2	3	5.058227345993101
CtDaGiGaD	4	2	4	3.642049112048585
CtDaGiGdD	4	2	4	3.423012449603775
CtDaGiGuD	4	2	4	3.4291222031043107
CtDaGr>GaD	4	2	4	3.5890160375248477
CtDaGr>GdD	4	2	4	3.369979375080038
CtDaGr>GuD	4	2	4	3.376089128580573
CtDaGuAlD	4	2	3	4.3274576433967855
CtDaGuCpD	4	2	4	2.0579011490051196
CtDaGuCtD	4	2	4	2.3447834936078085
CtDaGuDrD	4	2	3	3.1719329662009668
CtDdG<rGaD	4	2	4	3.369979375080038
CtDdG<rGdD	4	2	4	3.150942712635228
CtDdG<rGuD	4	2	4	3.1570524661357635
CtDdGaDrD	4	2	3	3.165823212700431
CtDdGbCpD	4	2	4	1.629095156079202
CtDdGbCtD	4	2	4	1.915977500681891
CtDdGcGaD	4	2	4	3.0368994751495832
CtDdGcGdD	4	2	4	2.817862812704773
CtDdGcGuD	4	2	4	2.823972566205309
CtDdGdAlD	4	2	3	4.127489868602537
CtDdGdCpD	4	2	4	1.890047881194084
CtDdGdCtD	4	2	4	2.176930225796773
CtDdGdDrD	4	2	3	2.9467865502556214
CtDdGeAlD	4	2	3	4.839190683548292
CtDdGiGaD	4	2	4	3.423012449603775
CtDdGiGdD	4	2	4	3.2039757871589654
CtDdGiGuD	4	2	4	3.2100855406595006
CtDdGr>GaD	4	2	4	3.369979375080038
CtDdGr>GdD	4	2	4	3.150942712635228
CtDdGr>GuD	4	2	4	3.1570524661357635
CtDdGuAlD	4	2	3	4.108420980951975
CtDdGuCpD	4	2	4	1.8388644865603094
CtDdGuCtD	4	2	4	2.1257468311629983
CtDdGuDrD	4	2	3	2.9528963037561566
CtDlAdGaD	4	2	2	4.346526531047347
CtDlAdGdD	4	2	2	4.127489868602537
CtDlAdGuD	4	2	2	4.133599622103073
CtDlAeGaD	4	2	2	5.058227345993101
CtDlAeGdD	4	2	2	4.839190683548292
CtDlAeGuD	4	2	2	4.845300437048827
CtDlAlDrD	4	2	3	4.012476439295355
CtDlAuGaD	4	2	2	4.3274576433967855
CtDlAuGdD	4	2	2	4.108420980951975
CtDlAuGuD	4	2	2	4.114530734452511
CtDpCbGaD	4	2	4	1.8481318185240119
CtDpCbGdD	4	2	4	1.6290951560792022
CtDpCbGuD	4	2	4	1.6352049095797374
CtDpCdGaD	4	2	4	2.1090845436388936
CtDpCdGdD	4	2	4	1.890047881194084
CtDpCdGuD	4	2	4	1.8961576346946194
CtDpCpDrD	4	2	4	1.4948525725436248
CtDpCrCpD	4	2	4	1.517858537525969
CtDpCrCtD	4	2	4	1.804740882128658
CtDpCtDrD	4	2	4	1.7817349171463137
CtDpCuGaD	4	2	4	2.0579011490051196
CtDpCuGdD	4	2	4	1.8388644865603097
CtDpCuGuD	4	2	4	1.8449742400608449
CtDpSpDrD	4	2	3	3.9140436474047213
CtDrDaGaD	4	2	2	3.3848598751452412
CtDrDaGdD	4	2	2	3.165823212700431
CtDrDaGuD	4	2	2	3.1719329662009668
CtDrDdGaD	4	2	2	3.165823212700431
CtDrDdGdD	4	2	2	2.9467865502556214
CtDrDdGuD	4	2	2	2.9528963037561566
CtDrDlAlD	4	2	3	4.012476439295355
CtDrDpCpD	4	2	4	1.4948525725436248
CtDrDpCtD	4	2	2	1.781734917146314
CtDrDpSpD	4	2	3	3.9140436474047213
CtDrDrDrD	4	2	3	3.4385541587620456
CtDrDtCpD	4	2	2	1.781734917146314
CtDrDtCtD	4	2	2	2.068617261749003
CtDrDuGaD	4	2	2	3.1719329662009663
CtDrDuGdD	4	2	2	2.9528963037561566
CtDrDuGuD	4	2	2	2.9590060572566923
CtDtCbGaD	4	2	4	2.135014163126701
CtDtCbGdD	4	2	4	1.915977500681891
CtDtCbGuD	4	2	4	1.9220872541824265
CtDtCdGaD	4	2	4	2.395966888241583
CtDtCdGdD	4	2	4	2.176930225796773
CtDtCdGuD	4	2	4	2.1830399792973085
CtDtCpDrD	4	2	4	1.781734917146314
CtDtCrCpD	4	2	4	1.804740882128658
CtDtCrCtD	4	2	4	2.091623226731347
CtDtCtDrD	4	2	3	2.068617261749003
CtDtCuGaD	4	2	4	2.3447834936078085
CtDtCuGdD	4	2	4	2.1257468311629983
CtDtCuGuD	4	2	4	2.131856584663534
CtDuG<rGaD	4	2	4	3.376089128580573
CtDuG<rGdD	4	2	4	3.1570524661357635
CtDuG<rGuD	4	2	4	3.1631622196362987
CtDuGaDrD	4	2	3	3.1719329662009668
CtDuGbCpD	4	2	4	1.6352049095797374
CtDuGbCtD	4	2	4	1.9220872541824265
CtDuGcGaD	4	2	4	3.0430092286501185
CtDuGcGdD	4	2	4	2.823972566205309
CtDuGcGuD	4	2	4	2.830082319705844
CtDuGdAlD	4	2	3	4.133599622103073
CtDuGdCpD	4	2	4	1.8961576346946194
CtDuGdCtD	4	2	4	2.1830399792973085
CtDuGdDrD	4	2	3	2.9528963037561566
CtDuGeAlD	4	2	3	4.845300437048827
CtDuGiGaD	4	2	4	3.4291222031043107
CtDuGiGdD	4	2	4	3.2100855406595006
CtDuGiGuD	4	2	4	3.2161952941600362
CtDuGr>GaD	4	2	4	3.376089128580573
CtDuGr>GdD	4	2	4	3.1570524661357635
CtDuGr>GuD	4	2	4	3.1631622196362987
CtDuGuAlD	4	2	3	4.114530734452511
CtDuGuCpD	4	2	4	1.8449742400608449
CtDuGuCtD	4	2	4	2.131856584663534
CtDuGuDrD	4	2	3	2.9590060572566923
CuG<rG<rGaD	4	2	4	4.123032715380065
CuG<rG<rGdD	4	2	4	3.9039960529352546
CuG<rG<rGuD	4	2	4	3.91010580643579
CuG<rGaDrD	4	2	3	3.918876553000458
CuG<rGbCpD	4	2	4	2.3821484963792288
CuG<rGbCtD	4	2	4	2.6690308409819177
CuG<rGcGaD	4	2	4	3.7899528154496096
CuG<rGcGdD	4	2	4	3.5709161530048
CuG<rGcGuD	4	2	4	3.577025906505335
CuG<rGdAlD	4	2	3	4.880543208902564
CuG<rGdCpD	4	2	4	2.6431012214941108
CuG<rGdCtD	4	2	4	2.9299835660967997
CuG<rGdDrD	4	2	3	3.6998398905556478
CuG<rGeAlD	4	2	3	5.592244023848318
CuG<rGiGaD	4	2	4	4.176065789903801
CuG<rGiGdD	4	2	4	3.9570291274589917
CuG<rGiGuD	4	2	4	3.9631388809595274
CuG<rGr>GaD	4	2	4	4.123032715380065
CuG<rGr>GdD	4	2	4	3.9039960529352546
CuG<rGr>GuD	4	2	4	3.91010580643579
CuG<rGuAlD	4	2	3	4.861474321252002
CuG<rGuCpD	4	2	4	2.5919178268603362
CuG<rGuCtD	4	2	4	2.878800171463025
CuG<rGuDrD	4	2	3	3.7059496440561834
CuGaDaGaD	4	2	2	3.6610261070040466
CuGaDaGdD	4	2	2	3.441989444559237
CuGaDaGuD	4	2	2	3.448099198059772
CuGaDdGaD	4	2	2	3.441989444559237
CuGaDdGdD	4	2	2	3.222952782114427
CuGaDdGuD	4	2	2	3.229062535614962
CuGaDlAlD	4	2	3	4.288642671154161
CuGaDpCpD	4	2	4	1.7710188044024302
CuGaDpCtD	4	2	2	2.0579011490051196
CuGaDpSpD	4	2	2	4.190209879263527
CuGaDrDrD	4	2	3	3.714720390620851
CuGaDtCpD	4	2	2	2.0579011490051196
CuGaDtCtD	4	2	2	2.3447834936078085
CuGaDuGaD	4	2	2	3.448099198059772
CuGaDuGdD	4	2	2	3.229062535614962
CuGaDuGuD	4	2	2	3.2351722891154977
CuGbCbGaD	4	2	4	2.531271579980009
CuGbCbGdD	4	2	4	2.312234917535199
CuGbCbGuD	4	2	4	2.3183446710357347
CuGbCdGaD	4	2	4	2.792224305094891
CuGbCdGdD	4	2	4	2.573187642650081
CuGbCdGuD	4	2	4	2.5792973961506167
CuGbCpDrD	4	2	3	2.177992333999622
CuGbCrCpD	4	2	4	2.200998298981966
CuGbCrCtD	4	2	4	2.487880643584655
CuGbCtDrD	4	2	3	2.464874678602311
CuGbCuGaD	4	2	4	2.7410409104611166
CuGbCuGdD	4	2	4	2.5220042480163065
CuGbCuGuD	4	2	4	2.528114001516842
CuGcG<rGaD	4	2	4	3.7899528154496096
CuGcG<rGdD	4	2	4	3.5709161530048
CuGcG<rGuD	4	2	4	3.577025906505335
CuGcGaDrD	4	2	3	3.585796653070003
CuGcGbCpD	4	2	4	2.049068596448774
CuGcGbCtD	4	2	4	2.335950941051463
CuGcGcGaD	4	2	4	3.456872915519155
CuGcGcGdD	4	2	4	3.237836253074345
CuGcGcGuD	4	2	4	3.2439460065748804
CuGcGdAlD	4	2	3	4.54746330897211
CuGcGdCpD	4	2	4	2.3100213215636556
CuGcGdCtD	4	2	4	2.596903666166345
CuGcGdDrD	4	2	3	3.366759990625193
CuGcGeAlD	4	2	3	5.259164123917864
CuGcGiGaD	4	2	4	3.842985889973347
CuGcGiGdD	4	2	4	3.623949227528537
CuGcGiGuD	4	2	4	3.6300589810290727
CuGcGr>GaD	4	2	4	3.7899528154496096
CuGcGr>GdD	4	2	4	3.5709161530048
CuGcGr>GuD	4	2	4	3.577025906505335
CuGcGuAlD	4	2	3	4.528394421321547
CuGcGuCpD	4	2	4	2.2588379269298815
CuGcGuCtD	4	2	4	2.5457202715325704
CuGcGuDrD	4	2	3	3.3728697441257287
CuGdAdGaD	4	2	2	5.01043713827495
CuGdAdGdD	4	2	2	4.79140047583014
CuGdAdGuD	4	2	2	4.797510229330675
CuGdAeGaD	4	2	2	5.722137953220704
CuGdAeGdD	4	2	2	5.503101290775894
CuGdAeGuD	4	2	2	5.509211044276429
CuGdAlDrD	4	2	2	4.676387046522957
CuGdAuGaD	4	2	2	4.9913682506243875
CuGdAuGdD	4	2	2	4.772331588179578
CuGdAuGuD	4	2	2	4.7784413416801135
CuGdCbGaD	4	2	4	2.792224305094891
CuGdCbGdD	4	2	4	2.573187642650081
CuGdCbGuD	4	2	4	2.5792973961506167
CuGdCdGaD	4	2	4	3.0531770302097727
CuGdCdGdD	4	2	4	2.834140367764963
CuGdCdGuD	4	2	4	2.8402501212654983
CuGdCpDrD	4	2	3	2.438945059114504
CuGdCrCpD	4	2	4	2.461951024096848
CuGdCrCtD	4	2	4	2.748833368699537
CuGdCtDrD	4	2	3	2.725827403717193
CuGdCuGaD	4	2	4	3.0019936355759986
CuGdCuGdD	4	2	4	2.7829569731311885
CuGdCuGuD	4	2	4	2.7890667266317237
CuGdDaGaD	4	2	2	3.441989444559237
CuGdDaGdD	4	2	2	3.222952782114427
CuGdDaGuD	4	2	2	3.2290625356149625
CuGdDdGaD	4	2	2	3.222952782114427
CuGdDdGdD	4	2	2	3.003916119669617
CuGdDdGuD	4	2	2	3.0100258731701524
CuGdDlAlD	4	2	3	4.069606008709351
CuGdDpCpD	4	2	4	1.5519821419576205
CuGdDpCtD	4	2	2	1.8388644865603097
CuGdDpSpD	4	2	3	3.971173216818717
CuGdDrDrD	4	2	3	3.4956837281760413
CuGdDtCpD	4	2	2	1.8388644865603097
CuGdDtCtD	4	2	2	2.125746831162999
CuGdDuGaD	4	2	2	3.2290625356149625
CuGdDuGdD	4	2	2	3.0100258731701524
CuGdDuGuD	4	2	2	3.016135626670688
CuGeAdGaD	4	2	2	5.722137953220704
CuGeAdGdD	4	2	2	5.503101290775894
CuGeAdGuD	4	2	2	5.509211044276429
CuGeAeGaD	4	2	2	6.433838768166458
CuGeAeGdD	4	2	2	6.214802105721648
CuGeAeGuD	4	2	2	6.220911859222183
CuGeAlDrD	4	2	2	5.388087861468712
CuGeAuGaD	4	2	2	5.7030690655701415
CuGeAuGdD	4	2	2	5.484032403125332
CuGeAuGuD	4	2	2	5.4901421566258675
CuGiG<rGaD	4	2	4	4.176065789903801
CuGiG<rGdD	4	2	4	3.9570291274589917
CuGiG<rGuD	4	2	4	3.9631388809595274
CuGiGaDrD	4	2	3	3.971909627524195
CuGiGbCpD	4	2	4	2.435181570902966
CuGiGbCtD	4	2	4	2.722063915505655
CuGiGcGaD	4	2	4	3.842985889973347
CuGiGcGdD	4	2	4	3.623949227528537
CuGiGcGuD	4	2	4	3.6300589810290727
CuGiGdAlD	4	2	3	4.9335762834263015
CuGiGdCpD	4	2	4	2.696134296017848
CuGiGdCtD	4	2	4	2.9830166406205367
CuGiGdDrD	4	2	3	3.7528729650793853
CuGiGeAlD	4	2	3	5.6452770983720555
CuGiGiGaD	4	2	2	4.229098864427539
CuGiGiGdD	4	2	4	4.010062201982729
CuGiGiGuD	4	2	4	4.016171955483264
CuGiGr>GaD	4	2	4	4.176065789903801
CuGiGr>GdD	4	2	4	3.9570291274589917
CuGiGr>GuD	4	2	4	3.9631388809595274
CuGiGuAlD	4	2	3	4.91450739577574
CuGiGuCpD	4	2	4	2.6449509013840733
CuGiGuCtD	4	2	4	2.931833245986762
CuGiGuDrD	4	2	3	3.7589827185799205
CuGpBPpGaD	4	2	2	5.034847477846475
CuGpBPpGdD	4	2	2	4.815810815401665
CuGpBPpGuD	4	2	2	4.8219205689022
CuGpCCpGaD	4	2	2	4.185448665368523
CuGpCCpGdD	4	2	2	3.966412002923713
