hetnet	feature	nonzero	auroc	auprc	feature_type	permuted
rephetio-v2.0_perm-3	CiPCiCrCpD	0.063751	0.51863	0.13853	dwpc	1
rephetio-v2.0_perm-4	CiPCiCrCpD	0.070198	0.51433	0.13047	dwpc	1
rephetio-v2.0_perm-5	CiPCiCrCpD	0.066743	0.50735	0.11976	dwpc	1
rephetio-v2.0	CiPCiCrCtD	0.13007	0.72383	0.67709	dwpc	0
rephetio-v2.0_perm-1	CiPCiCrCtD	0.17973	0.54937	0.14063	dwpc	1
rephetio-v2.0_perm-2	CiPCiCrCtD	0.17062	0.55586	0.15532	dwpc	1
rephetio-v2.0_perm-3	CiPCiCrCtD	0.16967	0.53418	0.13597	dwpc	1
rephetio-v2.0_perm-4	CiPCiCrCtD	0.19365	0.56088	0.15073	dwpc	1
rephetio-v2.0_perm-5	CiPCiCrCtD	0.17056	0.55722	0.14939	dwpc	1
rephetio-v2.0	CiPCiCtD	0.1351	0.75468	0.72711	dwpc	0
rephetio-v2.0_perm-1	CiPCiCtD	0.05439	0.52774	0.16319	dwpc	1
rephetio-v2.0_perm-2	CiPCiCtD	0.066676	0.51596	0.13293	dwpc	1
rephetio-v2.0_perm-3	CiPCiCtD	0.052818	0.52003	0.14703	dwpc	1
rephetio-v2.0_perm-4	CiPCiCtD	0.062082	0.52321	0.14405	dwpc	1
rephetio-v2.0_perm-5	CiPCiCtD	0.057901	0.51961	0.14498	dwpc	1
rephetio-v2.0	CiPCiCtDrD	0.17007	0.68619	0.51954	dwpc	0
rephetio-v2.0_perm-1	CiPCiCtDrD	0.11906	0.4873	0.095876	dwpc	1
rephetio-v2.0_perm-2	CiPCiCtDrD	0.14991	0.50202	0.10915	dwpc	1
rephetio-v2.0_perm-3	CiPCiCtDrD	0.14142	0.50007	0.10661	dwpc	1
rephetio-v2.0_perm-4	CiPCiCtDrD	0.14153	0.50478	0.11269	dwpc	1
rephetio-v2.0_perm-5	CiPCiCtDrD	0.14204	0.50211	0.10984	dwpc	1
rephetio-v2.0	CiPCiCuGaD	0.32503	0.62799	0.36006	dwpc	0
rephetio-v2.0_perm-1	CiPCiCuGaD	0.30221	0.53592	0.12786	dwpc	1
rephetio-v2.0_perm-2	CiPCiCuGaD	0.33238	0.53703	0.1331	dwpc	1
rephetio-v2.0_perm-3	CiPCiCuGaD	0.34261	0.52492	0.12517	dwpc	1
rephetio-v2.0_perm-4	CiPCiCuGaD	0.34415	0.56768	0.14954	dwpc	1
rephetio-v2.0_perm-5	CiPCiCuGaD	0.32558	0.54134	0.13426	dwpc	1
rephetio-v2.0	CiPCiCuGdD	0.13007	0.55689	0.31357	dwpc	0
rephetio-v2.0_perm-1	CiPCiCuGdD	0.13633	0.51177	0.11564	dwpc	1
rephetio-v2.0_perm-2	CiPCiCuGdD	0.15277	0.5145	0.11887	dwpc	1
rephetio-v2.0_perm-3	CiPCiCuGdD	0.15008	0.50134	0.10774	dwpc	1
rephetio-v2.0_perm-4	CiPCiCuGdD	0.15549	0.5291	0.12791	dwpc	1
rephetio-v2.0_perm-5	CiPCiCuGdD	0.14917	0.52681	0.12624	dwpc	1
rephetio-v2.0	CiPCiCuGuD	0.1343	0.55843	0.31393	dwpc	0
rephetio-v2.0_perm-1	CiPCiCuGuD	0.1469	0.52339	0.1248	dwpc	1
rephetio-v2.0_perm-2	CiPCiCuGuD	0.15691	0.52163	0.12254	dwpc	1
rephetio-v2.0_perm-3	CiPCiCuGuD	0.15831	0.5126	0.1172	dwpc	1
rephetio-v2.0_perm-4	CiPCiCuGuD	0.15862	0.52863	0.12809	dwpc	1
rephetio-v2.0_perm-5	CiPCiCuGuD	0.14789	0.52699	0.12736	dwpc	1
rephetio-v2.0	CpDaG<rGaD	0.1457	0.53013	0.25316	dwpc	0
rephetio-v2.0_perm-1	CpDaG<rGaD	0.14747	0.52851	0.13613	dwpc	1
rephetio-v2.0_perm-2	CpDaG<rGaD	0.14563	0.53165	0.14554	dwpc	1
rephetio-v2.0_perm-3	CpDaG<rGaD	0.14837	0.53056	0.14273	dwpc	1
rephetio-v2.0_perm-4	CpDaG<rGaD	0.15307	0.52644	0.13454	dwpc	1
rephetio-v2.0_perm-5	CpDaG<rGaD	0.1506	0.52734	0.13864	dwpc	1
rephetio-v2.0	CpDaG<rGdD	0.064636	0.52506	0.28313	dwpc	0
rephetio-v2.0_perm-1	CpDaG<rGdD	0.067951	0.52334	0.14384	dwpc	1
rephetio-v2.0_perm-2	CpDaG<rGdD	0.066962	0.52701	0.15001	dwpc	1
rephetio-v2.0_perm-3	CpDaG<rGdD	0.067017	0.52856	0.15647	dwpc	1
rephetio-v2.0_perm-4	CpDaG<rGdD	0.069771	0.52376	0.14246	dwpc	1
rephetio-v2.0_perm-5	CpDaG<rGdD	0.067884	0.52069	0.14161	dwpc	1
rephetio-v2.0	CpDaG<rGuD	0.066225	0.52484	0.27449	dwpc	0
rephetio-v2.0_perm-1	CpDaG<rGuD	0.069665	0.52581	0.14626	dwpc	1
rephetio-v2.0_perm-2	CpDaG<rGuD	0.068532	0.53129	0.15542	dwpc	1
rephetio-v2.0_perm-3	CpDaG<rGuD	0.069289	0.53244	0.16036	dwpc	1
rephetio-v2.0_perm-4	CpDaG<rGuD	0.066353	0.52409	0.14528	dwpc	1
rephetio-v2.0_perm-5	CpDaG<rGuD	0.06603	0.52314	0.14651	dwpc	1
rephetio-v2.0	CpDaGaD	0.13589	0.53146	0.26041	dwpc	0
rephetio-v2.0_perm-1	CpDaGaD	0.13862	0.52673	0.13523	dwpc	1
rephetio-v2.0_perm-2	CpDaGaD	0.13706	0.53229	0.14312	dwpc	1
rephetio-v2.0_perm-3	CpDaGaD	0.14198	0.52855	0.13964	dwpc	1
rephetio-v2.0_perm-4	CpDaGaD	0.1468	0.52676	0.13375	dwpc	1
rephetio-v2.0_perm-5	CpDaGaD	0.13905	0.52829	0.14085	dwpc	1
rephetio-v2.0	CpDaGaDrD	0.14437	0.53066	0.24276	dwpc	0
rephetio-v2.0_perm-1	CpDaGaDrD	0.13904	0.52157	0.12368	dwpc	1
rephetio-v2.0_perm-2	CpDaGaDrD	0.14035	0.52802	0.12895	dwpc	1
rephetio-v2.0_perm-3	CpDaGaDrD	0.1471	0.5277	0.1325	dwpc	1
rephetio-v2.0_perm-4	CpDaGaDrD	0.14367	0.52423	0.12708	dwpc	1
rephetio-v2.0_perm-5	CpDaGaDrD	0.14461	0.5244	0.12898	dwpc	1
rephetio-v2.0	CpDaGbCpD	0.057748	0.53755	0.32759	dwpc	0
rephetio-v2.0_perm-1	CpDaGbCpD	0.058958	0.52276	0.15034	dwpc	1
rephetio-v2.0_perm-2	CpDaGbCpD	0.053969	0.52962	0.16478	dwpc	1
rephetio-v2.0_perm-3	CpDaGbCpD	0.05651	0.52026	0.14469	dwpc	1
rephetio-v2.0_perm-4	CpDaGbCpD	0.055817	0.52433	0.15308	dwpc	1
rephetio-v2.0_perm-5	CpDaGbCpD	0.053337	0.52426	0.15563	dwpc	1
rephetio-v2.0	CpDaGbCtD	0.12	0.53311	0.27934	dwpc	0
rephetio-v2.0_perm-1	CpDaGbCtD	0.12277	0.52707	0.14429	dwpc	1
rephetio-v2.0_perm-2	CpDaGbCtD	0.1185	0.53693	0.15771	dwpc	1
rephetio-v2.0_perm-3	CpDaGbCtD	0.12367	0.5304	0.14292	dwpc	1
rephetio-v2.0_perm-4	CpDaGbCtD	0.12915	0.52671	0.13654	dwpc	1
rephetio-v2.0_perm-5	CpDaGbCtD	0.11865	0.5351	0.14898	dwpc	1
rephetio-v2.0	CpDaGcGaD	0.12212	0.52929	0.25562	dwpc	0
rephetio-v2.0_perm-1	CpDaGcGaD	0.11506	0.52909	0.13969	dwpc	1
rephetio-v2.0_perm-2	CpDaGcGaD	0.12407	0.53729	0.15196	dwpc	1
rephetio-v2.0_perm-3	CpDaGcGaD	0.12083	0.53088	0.14334	dwpc	1
rephetio-v2.0_perm-4	CpDaGcGaD	0.12601	0.52163	0.12878	dwpc	1
rephetio-v2.0_perm-5	CpDaGcGaD	0.11566	0.52593	0.1441	dwpc	1
rephetio-v2.0	CpDaGcGdD	0.059073	0.521	0.268	dwpc	0
rephetio-v2.0_perm-1	CpDaGcGdD	0.060385	0.52012	0.1416	dwpc	1
rephetio-v2.0_perm-2	CpDaGcGdD	0.059395	0.526	0.15271	dwpc	1
rephetio-v2.0_perm-3	CpDaGcGdD	0.058214	0.52316	0.14981	dwpc	1
rephetio-v2.0_perm-4	CpDaGcGdD	0.063221	0.52081	0.14103	dwpc	1
rephetio-v2.0_perm-5	CpDaGcGdD	0.057901	0.51738	0.13899	dwpc	1
rephetio-v2.0	CpDaGcGuD	0.060662	0.52469	0.27171	dwpc	0
rephetio-v2.0_perm-1	CpDaGcGuD	0.058815	0.52104	0.14544	dwpc	1
rephetio-v2.0_perm-2	CpDaGcGuD	0.057253	0.52494	0.15321	dwpc	1
rephetio-v2.0_perm-3	CpDaGcGuD	0.05935	0.52586	0.15225	dwpc	1
rephetio-v2.0_perm-4	CpDaGcGuD	0.061512	0.52246	0.14515	dwpc	1
rephetio-v2.0_perm-5	CpDaGcGuD	0.057616	0.52119	0.14916	dwpc	1
rephetio-v2.0	CpDaGdAlD	0.12291	0.51414	0.22273	dwpc	0
rephetio-v2.0_perm-1	CpDaGdAlD	0.14247	0.52684	0.12906	dwpc	1
rephetio-v2.0_perm-2	CpDaGdAlD	0.13107	0.53064	0.13638	dwpc	1
rephetio-v2.0_perm-3	CpDaGdAlD	0.14085	0.52381	0.12834	dwpc	1
rephetio-v2.0_perm-4	CpDaGdAlD	0.14253	0.51942	0.12497	dwpc	1
rephetio-v2.0_perm-5	CpDaGdAlD	0.14133	0.5283	0.13162	dwpc	1
rephetio-v2.0	CpDaGdCpD	0.029139	0.5222	0.32602	dwpc	0
rephetio-v2.0_perm-1	CpDaGdCpD	0.031549	0.51428	0.15429	dwpc	1
rephetio-v2.0_perm-2	CpDaGdCpD	0.035266	0.52169	0.16919	dwpc	1
rephetio-v2.0_perm-3	CpDaGdCpD	0.031805	0.51337	0.14976	dwpc	1
rephetio-v2.0_perm-4	CpDaGdCpD	0.033461	0.51601	0.15554	dwpc	1
rephetio-v2.0_perm-5	CpDaGdCpD	0.027667	0.51346	0.15785	dwpc	1
rephetio-v2.0	CpDaGdCtD	0.11258	0.5306	0.27349	dwpc	0
rephetio-v2.0_perm-1	CpDaGdCtD	0.10964	0.53549	0.15081	dwpc	1
rephetio-v2.0_perm-2	CpDaGdCtD	0.11508	0.53882	0.15435	dwpc	1
rephetio-v2.0_perm-3	CpDaGdCtD	0.11529	0.53675	0.15183	dwpc	1
rephetio-v2.0_perm-4	CpDaGdCtD	0.12815	0.5307	0.1371	dwpc	1
rephetio-v2.0_perm-5	CpDaGdCtD	0.11908	0.53318	0.15365	dwpc	1
rephetio-v2.0	CpDaGdD	0.045828	0.51481	0.27167	dwpc	0
rephetio-v2.0_perm-1	CpDaGdD	0.044968	0.51326	0.13742	dwpc	1
rephetio-v2.0_perm-2	CpDaGdD	0.048258	0.51811	0.14645	dwpc	1
rephetio-v2.0_perm-3	CpDaGdD	0.047139	0.51832	0.14853	dwpc	1
rephetio-v2.0_perm-4	CpDaGdD	0.050263	0.51324	0.13588	dwpc	1
rephetio-v2.0_perm-5	CpDaGdD	0.047775	0.51519	0.14433	dwpc	1
rephetio-v2.0	CpDaGdDrD	0.099338	0.51595	0.2594	dwpc	0
rephetio-v2.0_perm-1	CpDaGdDrD	0.087366	0.50817	0.11722	dwpc	1
rephetio-v2.0_perm-2	CpDaGdDrD	0.094803	0.51081	0.12027	dwpc	1
rephetio-v2.0_perm-3	CpDaGdDrD	0.094562	0.52751	0.1415	dwpc	1
rephetio-v2.0_perm-4	CpDaGdDrD	0.097821	0.51917	0.12947	dwpc	1
rephetio-v2.0_perm-5	CpDaGdDrD	0.09826	0.50968	0.12215	dwpc	1
rephetio-v2.0	CpDaGeAlD	0.15099	0.53064	0.24954	dwpc	0
rephetio-v2.0_perm-1	CpDaGeAlD	0.14861	0.52565	0.12783	dwpc	1
rephetio-v2.0_perm-2	CpDaGeAlD	0.14406	0.5294	0.13414	dwpc	1
rephetio-v2.0_perm-3	CpDaGeAlD	0.15121	0.52632	0.1289	dwpc	1
rephetio-v2.0_perm-4	CpDaGeAlD	0.1515	0.52448	0.12929	dwpc	1
rephetio-v2.0_perm-5	CpDaGeAlD	0.15117	0.52573	0.12921	dwpc	1
rephetio-v2.0	CpDaGiGaD	0.1502	0.53123	0.25696	dwpc	0
rephetio-v2.0_perm-1	CpDaGiGaD	0.15075	0.52721	0.1348	dwpc	1
rephetio-v2.0_perm-2	CpDaGiGaD	0.1452	0.53186	0.14524	dwpc	1
rephetio-v2.0_perm-3	CpDaGiGaD	0.15192	0.52795	0.13778	dwpc	1
rephetio-v2.0_perm-4	CpDaGiGaD	0.15321	0.52579	0.13303	dwpc	1
rephetio-v2.0_perm-5	CpDaGiGaD	0.1516	0.52694	0.14105	dwpc	1
rephetio-v2.0	CpDaGiGdD	0.068079	0.52638	0.28191	dwpc	0
rephetio-v2.0_perm-1	CpDaGiGdD	0.069236	0.52198	0.14255	dwpc	1
rephetio-v2.0_perm-2	CpDaGiGdD	0.067247	0.527	0.15054	dwpc	1
rephetio-v2.0_perm-3	CpDaGiGdD	0.068579	0.52842	0.15621	dwpc	1
rephetio-v2.0_perm-4	CpDaGiGdD	0.070625	0.52262	0.14036	dwpc	1
rephetio-v2.0_perm-5	CpDaGiGdD	0.067313	0.52201	0.14507	dwpc	1
rephetio-v2.0	CpDaGiGuD	0.069669	0.52996	0.28575	dwpc	0
rephetio-v2.0_perm-1	CpDaGiGuD	0.071235	0.52635	0.14581	dwpc	1
rephetio-v2.0_perm-2	CpDaGiGuD	0.067533	0.53029	0.15471	dwpc	1
rephetio-v2.0_perm-3	CpDaGiGuD	0.067869	0.53083	0.15655	dwpc	1
rephetio-v2.0_perm-4	CpDaGiGuD	0.070056	0.52363	0.14266	dwpc	1
rephetio-v2.0_perm-5	CpDaGiGuD	0.068882	0.52383	0.14672	dwpc	1
rephetio-v2.0	CpDaGr>GaD	0.1449	0.52976	0.24749	dwpc	0
rephetio-v2.0_perm-1	CpDaGr>GaD	0.14861	0.52631	0.1327	dwpc	1
rephetio-v2.0_perm-2	CpDaGr>GaD	0.14506	0.53242	0.14605	dwpc	1
rephetio-v2.0_perm-3	CpDaGr>GaD	0.15178	0.5288	0.14045	dwpc	1
rephetio-v2.0_perm-4	CpDaGr>GaD	0.15264	0.52573	0.13237	dwpc	1
rephetio-v2.0_perm-5	CpDaGr>GaD	0.15031	0.52774	0.14083	dwpc	1
rephetio-v2.0	CpDaGr>GdD	0.064636	0.52343	0.27774	dwpc	0
rephetio-v2.0_perm-1	CpDaGr>GdD	0.067951	0.52325	0.14363	dwpc	1
rephetio-v2.0_perm-2	CpDaGr>GdD	0.066248	0.52669	0.1498	dwpc	1
rephetio-v2.0_perm-3	CpDaGr>GdD	0.067443	0.52833	0.15518	dwpc	1
rephetio-v2.0_perm-4	CpDaGr>GdD	0.069059	0.52411	0.14404	dwpc	1
rephetio-v2.0_perm-5	CpDaGr>GdD	0.067598	0.52242	0.144	dwpc	1
rephetio-v2.0	CpDaGr>GuD	0.068609	0.52898	0.28428	dwpc	0
rephetio-v2.0_perm-1	CpDaGr>GuD	0.070807	0.52585	0.14501	dwpc	1
rephetio-v2.0_perm-2	CpDaGr>GuD	0.067818	0.529	0.15319	dwpc	1
rephetio-v2.0_perm-3	CpDaGr>GuD	0.068721	0.53038	0.15876	dwpc	1
rephetio-v2.0_perm-4	CpDaGr>GuD	0.069344	0.52394	0.14295	dwpc	1
rephetio-v2.0_perm-5	CpDaGr>GuD	0.068739	0.52309	0.14676	dwpc	1
rephetio-v2.0	CpDaGuAlD	0.12291	0.51496	0.23035	dwpc	0
rephetio-v2.0_perm-1	CpDaGuAlD	0.14247	0.52685	0.12891	dwpc	1
rephetio-v2.0_perm-2	CpDaGuAlD	0.13121	0.5307	0.13622	dwpc	1
rephetio-v2.0_perm-3	CpDaGuAlD	0.14113	0.52353	0.12795	dwpc	1
rephetio-v2.0_perm-4	CpDaGuAlD	0.14253	0.51967	0.12561	dwpc	1
rephetio-v2.0_perm-5	CpDaGuAlD	0.14133	0.52831	0.1316	dwpc	1
rephetio-v2.0	CpDaGuCpD	0.032848	0.52416	0.32708	dwpc	0
rephetio-v2.0_perm-1	CpDaGuCpD	0.035546	0.5165	0.1562	dwpc	1
rephetio-v2.0_perm-2	CpDaGuCpD	0.027413	0.51495	0.16245	dwpc	1
rephetio-v2.0_perm-3	CpDaGuCpD	0.031095	0.51225	0.14694	dwpc	1
rephetio-v2.0_perm-4	CpDaGuCpD	0.031895	0.51309	0.14711	dwpc	1
rephetio-v2.0_perm-5	CpDaGuCpD	0.034084	0.51132	0.14104	dwpc	1
rephetio-v2.0	CpDaGuCtD	0.10967	0.52216	0.24959	dwpc	0
rephetio-v2.0_perm-1	CpDaGuCtD	0.11592	0.53515	0.14987	dwpc	1
rephetio-v2.0_perm-2	CpDaGuCtD	0.11793	0.54045	0.15791	dwpc	1
rephetio-v2.0_perm-3	CpDaGuCtD	0.12197	0.53375	0.14611	dwpc	1
rephetio-v2.0_perm-4	CpDaGuCtD	0.12616	0.53123	0.13667	dwpc	1
rephetio-v2.0_perm-5	CpDaGuCtD	0.12151	0.53546	0.15322	dwpc	1
rephetio-v2.0	CpDaGuD	0.048212	0.50911	0.23977	dwpc	0
rephetio-v2.0_perm-1	CpDaGuD	0.050821	0.51535	0.13944	dwpc	1
rephetio-v2.0_perm-2	CpDaGuD	0.049829	0.52371	0.156	dwpc	1
rephetio-v2.0_perm-3	CpDaGuD	0.049411	0.51998	0.15086	dwpc	1
rephetio-v2.0_perm-4	CpDaGuD	0.053966	0.51867	0.14351	dwpc	1
rephetio-v2.0_perm-5	CpDaGuD	0.048774	0.51721	0.14573	dwpc	1
rephetio-v2.0	CpDaGuDrD	0.1004	0.51564	0.24269	dwpc	0
rephetio-v2.0_perm-1	CpDaGuDrD	0.091506	0.5124	0.12145	dwpc	1
rephetio-v2.0_perm-2	CpDaGuDrD	0.097516	0.509	0.11847	dwpc	1
rephetio-v2.0_perm-3	CpDaGuDrD	0.10152	0.52748	0.14184	dwpc	1
rephetio-v2.0_perm-4	CpDaGuDrD	0.10138	0.51671	0.12542	dwpc	1
rephetio-v2.0_perm-5	CpDaGuDrD	0.099971	0.50895	0.11903	dwpc	1
rephetio-v2.0	CpDdG<rGaD	0.10119	0.51949	0.24737	dwpc	0
rephetio-v2.0_perm-1	CpDdG<rGaD	0.11249	0.51605	0.13133	dwpc	1
rephetio-v2.0_perm-2	CpDdG<rGaD	0.10808	0.53466	0.15685	dwpc	1
rephetio-v2.0_perm-3	CpDdG<rGaD	0.10535	0.51527	0.12932	dwpc	1
rephetio-v2.0_perm-4	CpDdG<rGaD	0.1142	0.51762	0.1405	dwpc	1
rephetio-v2.0_perm-5	CpDdG<rGaD	0.12051	0.52236	0.13652	dwpc	1
rephetio-v2.0	CpDdG<rGdD	0.043444	0.5098	0.25831	dwpc	0
rephetio-v2.0_perm-1	CpDdG<rGdD	0.049964	0.51196	0.13185	dwpc	1
rephetio-v2.0_perm-2	CpDdG<rGdD	0.0494	0.52949	0.17052	dwpc	1
rephetio-v2.0_perm-3	CpDdG<rGdD	0.046997	0.51667	0.14446	dwpc	1
rephetio-v2.0_perm-4	CpDdG<rGdD	0.052114	0.5193	0.15036	dwpc	1
rephetio-v2.0_perm-5	CpDdG<rGdD	0.056047	0.51759	0.14308	dwpc	1
rephetio-v2.0	CpDdG<rGuD	0.044503	0.51159	0.2595	dwpc	0
rephetio-v2.0_perm-1	CpDdG<rGuD	0.052106	0.5158	0.13863	dwpc	1
rephetio-v2.0_perm-2	CpDdG<rGuD	0.049686	0.53076	0.17271	dwpc	1
rephetio-v2.0_perm-3	CpDdG<rGuD	0.047849	0.52053	0.15351	dwpc	1
rephetio-v2.0_perm-4	CpDdG<rGuD	0.049836	0.52045	0.15448	dwpc	1
rephetio-v2.0_perm-5	CpDdG<rGuD	0.053622	0.51745	0.14178	dwpc	1
rephetio-v2.0	CpDdGaD	0.065166	0.51963	0.26458	dwpc	0
rephetio-v2.0_perm-1	CpDdGaD	0.076231	0.5182	0.13633	dwpc	1
rephetio-v2.0_perm-2	CpDdGaD	0.069817	0.53059	0.16219	dwpc	1
rephetio-v2.0_perm-3	CpDdGaD	0.059634	0.51302	0.13542	dwpc	1
rephetio-v2.0_perm-4	CpDdGaD	0.069771	0.52031	0.14595	dwpc	1
rephetio-v2.0_perm-5	CpDdGaD	0.076013	0.51617	0.13566	dwpc	1
rephetio-v2.0	CpDdGaDrD	0.090861	0.51624	0.23803	dwpc	0
rephetio-v2.0_perm-1	CpDdGaDrD	0.094218	0.51152	0.11975	dwpc	1
rephetio-v2.0_perm-2	CpDdGaDrD	0.091376	0.53069	0.1421	dwpc	1
rephetio-v2.0_perm-3	CpDdGaDrD	0.083061	0.511	0.12183	dwpc	1
rephetio-v2.0_perm-4	CpDdGaDrD	0.091699	0.50935	0.11973	dwpc	1
rephetio-v2.0_perm-5	CpDdGaDrD	0.097119	0.50691	0.11655	dwpc	1
rephetio-v2.0	CpDdGbCpD	0.022517	0.52339	0.38971	dwpc	0
rephetio-v2.0_perm-1	CpDdGbCpD	0.029122	0.51417	0.15797	dwpc	1
rephetio-v2.0_perm-2	CpDdGbCpD	0.025557	0.51678	0.17826	dwpc	1
rephetio-v2.0_perm-3	CpDdGbCpD	0.0186	0.50584	0.13732	dwpc	1
rephetio-v2.0_perm-4	CpDdGbCpD	0.019935	0.51036	0.16042	dwpc	1
rephetio-v2.0_perm-5	CpDdGbCpD	0.026526	0.50821	0.14139	dwpc	1
rephetio-v2.0	CpDdGbCtD	0.054834	0.51707	0.26672	dwpc	0
rephetio-v2.0_perm-1	CpDdGbCtD	0.071092	0.52034	0.14446	dwpc	1
rephetio-v2.0_perm-2	CpDdGbCtD	0.058966	0.52963	0.16693	dwpc	1
rephetio-v2.0_perm-3	CpDdGbCtD	0.045151	0.51062	0.13529	dwpc	1
rephetio-v2.0_perm-4	CpDdGbCtD	0.054677	0.51489	0.13816	dwpc	1
rephetio-v2.0_perm-5	CpDdGbCtD	0.064604	0.51434	0.13488	dwpc	1
rephetio-v2.0	CpDdGcGaD	0.085828	0.51668	0.24073	dwpc	0
rephetio-v2.0_perm-1	CpDdGcGaD	0.10136	0.51682	0.13268	dwpc	1
rephetio-v2.0_perm-2	CpDdGcGaD	0.09566	0.53786	0.16188	dwpc	1
rephetio-v2.0_perm-3	CpDdGcGaD	0.081215	0.5167	0.13642	dwpc	1
rephetio-v2.0_perm-4	CpDdGcGaD	0.094262	0.51819	0.13848	dwpc	1
rephetio-v2.0_perm-5	CpDdGcGaD	0.094552	0.51343	0.13201	dwpc	1
rephetio-v2.0	CpDdGcGdD	0.037616	0.50821	0.24884	dwpc	0
rephetio-v2.0_perm-1	CpDdGcGdD	0.047537	0.51017	0.13006	dwpc	1
rephetio-v2.0_perm-2	CpDdGcGdD	0.04269	0.52425	0.16608	dwpc	1
rephetio-v2.0_perm-3	CpDdGcGdD	0.040892	0.51279	0.14034	dwpc	1
rephetio-v2.0_perm-4	CpDdGcGdD	0.048412	0.51903	0.14964	dwpc	1
rephetio-v2.0_perm-5	CpDdGcGdD	0.046492	0.51485	0.14146	dwpc	1
rephetio-v2.0	CpDdGcGuD	0.04106	0.5135	0.2656	dwpc	0
rephetio-v2.0_perm-1	CpDdGcGuD	0.046966	0.51445	0.14142	dwpc	1
rephetio-v2.0_perm-2	CpDdGcGuD	0.042547	0.52519	0.16887	dwpc	1
rephetio-v2.0_perm-3	CpDdGcGuD	0.039472	0.5171	0.15135	dwpc	1
rephetio-v2.0_perm-4	CpDdGcGuD	0.047985	0.51722	0.14845	dwpc	1
rephetio-v2.0_perm-5	CpDdGcGuD	0.045493	0.51545	0.14614	dwpc	1
rephetio-v2.0	CpDdGdAlD	0.087152	0.51001	0.22555	dwpc	0
rephetio-v2.0_perm-1	CpDdGdAlD	0.10721	0.51793	0.12594	dwpc	1
rephetio-v2.0_perm-2	CpDdGdAlD	0.10066	0.53247	0.14651	dwpc	1
rephetio-v2.0_perm-3	CpDdGdAlD	0.10691	0.52055	0.12922	dwpc	1
rephetio-v2.0_perm-4	CpDdGdAlD	0.10864	0.51275	0.12359	dwpc	1
rephetio-v2.0_perm-5	CpDdGdAlD	0.11038	0.52268	0.12904	dwpc	1
rephetio-v2.0	CpDdGdCpD	0.018543	0.5083	0.27401	dwpc	0
rephetio-v2.0_perm-1	CpDdGdCpD	0.024697	0.50921	0.14627	dwpc	1
rephetio-v2.0_perm-2	CpDdGdCpD	0.019846	0.51782	0.19975	dwpc	1
rephetio-v2.0_perm-3	CpDdGdCpD	0.015902	0.50666	0.15032	dwpc	1
rephetio-v2.0_perm-4	CpDdGdCpD	0.024349	0.51521	0.16977	dwpc	1
rephetio-v2.0_perm-5	CpDdGdCpD	0.023531	0.50463	0.12751	dwpc	1
rephetio-v2.0	CpDdGdCtD	0.075497	0.51814	0.24407	dwpc	0
rephetio-v2.0_perm-1	CpDdGdCtD	0.091792	0.52265	0.14609	dwpc	1
rephetio-v2.0_perm-2	CpDdGdCtD	0.083238	0.54012	0.16869	dwpc	1
rephetio-v2.0_perm-3	CpDdGdCtD	0.074542	0.5168	0.13798	dwpc	1
rephetio-v2.0_perm-4	CpDdGdCtD	0.091841	0.52231	0.14672	dwpc	1
rephetio-v2.0_perm-5	CpDdGdCtD	0.090987	0.52146	0.14544	dwpc	1
rephetio-v2.0	CpDdGdD	0.033377	0.51424	0.2825	dwpc	0
rephetio-v2.0_perm-1	CpDdGdD	0.042113	0.50844	0.12856	dwpc	1
rephetio-v2.0_perm-2	CpDdGdD	0.037122	0.52297	0.17091	dwpc	1
rephetio-v2.0_perm-3	CpDdGdD	0.034644	0.51334	0.15172	dwpc	1
rephetio-v2.0_perm-4	CpDdGdD	0.039157	0.51441	0.14526	dwpc	1
rephetio-v2.0_perm-5	CpDdGdD	0.041358	0.50986	0.13539	dwpc	1
rephetio-v2.0	CpDdGdDrD	0.065695	0.51047	0.24401	dwpc	0
rephetio-v2.0_perm-1	CpDdGdDrD	0.072805	0.50508	0.11474	dwpc	1
rephetio-v2.0_perm-2	CpDdGdDrD	0.070531	0.51484	0.13057	dwpc	1
rephetio-v2.0_perm-3	CpDdGdDrD	0.067301	0.51351	0.12861	dwpc	1
rephetio-v2.0_perm-4	CpDdGdDrD	0.074185	0.51112	0.12303	dwpc	1
rephetio-v2.0_perm-5	CpDdGdDrD	0.080148	0.50136	0.11143	dwpc	1
rephetio-v2.0	CpDdGeAlD	0.11073	0.51852	0.23805	dwpc	0
rephetio-v2.0_perm-1	CpDdGeAlD	0.11163	0.51597	0.12496	dwpc	1
rephetio-v2.0_perm-2	CpDdGeAlD	0.11136	0.53234	0.14434	dwpc	1
rephetio-v2.0_perm-3	CpDdGeAlD	0.11543	0.52224	0.1294	dwpc	1
rephetio-v2.0_perm-4	CpDdGeAlD	0.11662	0.51679	0.12782	dwpc	1
rephetio-v2.0_perm-5	CpDdGeAlD	0.12265	0.52078	0.12607	dwpc	1
rephetio-v2.0	CpDdGiGaD	0.10623	0.5166	0.24132	dwpc	0
rephetio-v2.0_perm-1	CpDdGiGaD	0.11135	0.51508	0.13038	dwpc	1
rephetio-v2.0_perm-2	CpDdGiGaD	0.10722	0.53446	0.15708	dwpc	1
rephetio-v2.0_perm-3	CpDdGiGaD	0.10691	0.52243	0.13699	dwpc	1
rephetio-v2.0_perm-4	CpDdGiGaD	0.11249	0.51864	0.14225	dwpc	1
