hetnet	feature	nonzero	auroc	auprc	feature_type	permuted
rephetio-v2.0_perm-1	CbGeAeGuD	0.4818	0.58221	0.12935	dwpc	1
rephetio-v2.0_perm-2	CbGeAeGuD	0.48415	0.58428	0.13408	dwpc	1
rephetio-v2.0_perm-3	CbGeAeGuD	0.48374	0.58861	0.13582	dwpc	1
rephetio-v2.0_perm-4	CbGeAeGuD	0.48099	0.58426	0.13191	dwpc	1
rephetio-v2.0_perm-5	CbGeAeGuD	0.48417	0.58107	0.13024	dwpc	1
rephetio-v2.0	CbGeAlD	0.94172	0.63621	0.30464	dwpc	0
rephetio-v2.0_perm-1	CbGeAlD	0.94176	0.54474	0.11832	dwpc	1
rephetio-v2.0_perm-2	CbGeAlD	0.93804	0.55596	0.12988	dwpc	1
rephetio-v2.0_perm-3	CbGeAlD	0.92986	0.55998	0.12834	dwpc	1
rephetio-v2.0_perm-4	CbGeAlD	0.93493	0.54817	0.1235	dwpc	1
rephetio-v2.0_perm-5	CbGeAlD	0.94395	0.55066	0.12413	dwpc	1
rephetio-v2.0	CbGeAlDrD	0.94728	0.57245	0.2585	dwpc	0
rephetio-v2.0_perm-1	CbGeAlDrD	0.94318	0.49454	0.10311	dwpc	1
rephetio-v2.0_perm-2	CbGeAlDrD	0.94946	0.51516	0.1101	dwpc	1
rephetio-v2.0_perm-3	CbGeAlDrD	0.9442	0.52353	0.11268	dwpc	1
rephetio-v2.0_perm-4	CbGeAlDrD	0.95102	0.51198	0.11086	dwpc	1
rephetio-v2.0_perm-5	CbGeAlDrD	0.9498	0.51002	0.10802	dwpc	1
rephetio-v2.0	CbGeAuGaD	0.98411	0.66577	0.34149	dwpc	0
rephetio-v2.0_perm-1	CbGeAuGaD	0.9863	0.62285	0.16784	dwpc	1
rephetio-v2.0_perm-2	CbGeAuGaD	0.98429	0.62991	0.17389	dwpc	1
rephetio-v2.0_perm-3	CbGeAuGaD	0.98523	0.62313	0.17054	dwpc	1
rephetio-v2.0_perm-4	CbGeAuGaD	0.98718	0.63061	0.1738	dwpc	1
rephetio-v2.0_perm-5	CbGeAuGaD	0.98531	0.63203	0.17414	dwpc	1
rephetio-v2.0	CbGeAuGdD	0.47735	0.58255	0.26266	dwpc	0
rephetio-v2.0_perm-1	CbGeAuGdD	0.47123	0.56519	0.1254	dwpc	1
rephetio-v2.0_perm-2	CbGeAuGdD	0.47259	0.56719	0.13028	dwpc	1
rephetio-v2.0_perm-3	CbGeAuGdD	0.47352	0.57049	0.13065	dwpc	1
rephetio-v2.0_perm-4	CbGeAuGdD	0.47202	0.56677	0.12756	dwpc	1
rephetio-v2.0_perm-5	CbGeAuGdD	0.47233	0.56443	0.12607	dwpc	1
rephetio-v2.0	CbGeAuGuD	0.48583	0.59836	0.26346	dwpc	0
rephetio-v2.0_perm-1	CbGeAuGuD	0.4818	0.58257	0.13002	dwpc	1
rephetio-v2.0_perm-2	CbGeAuGuD	0.48415	0.58444	0.13463	dwpc	1
rephetio-v2.0_perm-3	CbGeAuGuD	0.4836	0.58808	0.1352	dwpc	1
rephetio-v2.0_perm-4	CbGeAuGuD	0.48099	0.58471	0.13224	dwpc	1
rephetio-v2.0_perm-5	CbGeAuGuD	0.48417	0.58065	0.13028	dwpc	1
rephetio-v2.0	CbGiG<rGaD	0.93457	0.63701	0.31078	dwpc	0
rephetio-v2.0_perm-1	CbGiG<rGaD	0.9252	0.60397	0.1594	dwpc	1
rephetio-v2.0_perm-2	CbGiG<rGaD	0.93846	0.58587	0.14872	dwpc	1
rephetio-v2.0_perm-3	CbGiG<rGaD	0.93185	0.60145	0.15939	dwpc	1
rephetio-v2.0_perm-4	CbGiG<rGaD	0.93279	0.59772	0.15195	dwpc	1
rephetio-v2.0_perm-5	CbGiG<rGaD	0.94524	0.61696	0.15777	dwpc	1
rephetio-v2.0	CbGiG<rGdD	0.41801	0.57325	0.25599	dwpc	0
rephetio-v2.0_perm-1	CbGiG<rGdD	0.40457	0.56119	0.12598	dwpc	1
rephetio-v2.0_perm-2	CbGiG<rGdD	0.4189	0.55492	0.12426	dwpc	1
rephetio-v2.0_perm-3	CbGiG<rGdD	0.4217	0.56509	0.13379	dwpc	1
rephetio-v2.0_perm-4	CbGiG<rGdD	0.41464	0.55789	0.12489	dwpc	1
rephetio-v2.0_perm-5	CbGiG<rGdD	0.4257	0.55213	0.12264	dwpc	1
rephetio-v2.0	CbGiG<rGuD	0.41563	0.57162	0.25916	dwpc	0
rephetio-v2.0_perm-1	CbGiG<rGuD	0.43055	0.57321	0.12964	dwpc	1
rephetio-v2.0_perm-2	CbGiG<rGuD	0.43547	0.57545	0.12977	dwpc	1
rephetio-v2.0_perm-3	CbGiG<rGuD	0.42723	0.57102	0.13252	dwpc	1
rephetio-v2.0_perm-4	CbGiG<rGuD	0.40453	0.5603	0.1258	dwpc	1
rephetio-v2.0_perm-5	CbGiG<rGuD	0.41942	0.56071	0.12673	dwpc	1
rephetio-v2.0	CbGiGaD	0.63311	0.66986	0.35656	dwpc	0
rephetio-v2.0_perm-1	CbGiGaD	0.59429	0.58638	0.14162	dwpc	1
rephetio-v2.0_perm-2	CbGiGaD	0.57696	0.56591	0.1382	dwpc	1
rephetio-v2.0_perm-3	CbGiGaD	0.57064	0.59141	0.14548	dwpc	1
rephetio-v2.0_perm-4	CbGiGaD	0.5865	0.57385	0.13931	dwpc	1
rephetio-v2.0_perm-5	CbGiGaD	0.62222	0.58263	0.14191	dwpc	1
rephetio-v2.0	CbGiGaDrD	0.82596	0.56501	0.2343	dwpc	0
rephetio-v2.0_perm-1	CbGiGaDrD	0.76217	0.50422	0.1066	dwpc	1
rephetio-v2.0_perm-2	CbGiGaDrD	0.76856	0.49506	0.10548	dwpc	1
rephetio-v2.0_perm-3	CbGiGaDrD	0.77737	0.56114	0.13277	dwpc	1
rephetio-v2.0_perm-4	CbGiGaDrD	0.75039	0.49178	0.10372	dwpc	1
rephetio-v2.0_perm-5	CbGiGaDrD	0.77653	0.52444	0.11315	dwpc	1
rephetio-v2.0	CbGiGbCpD	0.20265	0.57762	0.28816	dwpc	0
rephetio-v2.0_perm-1	CbGiGbCpD	0.15946	0.55148	0.14974	dwpc	1
rephetio-v2.0_perm-2	CbGiGbCpD	0.16119	0.53445	0.13087	dwpc	1
rephetio-v2.0_perm-3	CbGiGbCpD	0.14369	0.53142	0.13166	dwpc	1
rephetio-v2.0_perm-4	CbGiGbCpD	0.15606	0.5249	0.12575	dwpc	1
rephetio-v2.0_perm-5	CbGiGbCpD	0.1389	0.51899	0.12251	dwpc	1
rephetio-v2.0	CbGiGbCtD	0.53192	0.69808	0.41969	dwpc	0
rephetio-v2.0_perm-1	CbGiGbCtD	0.41556	0.59764	0.16181	dwpc	1
rephetio-v2.0_perm-2	CbGiGbCtD	0.36579	0.58476	0.14952	dwpc	1
rephetio-v2.0_perm-3	CbGiGbCtD	0.40835	0.60467	0.15313	dwpc	1
rephetio-v2.0_perm-4	CbGiGbCtD	0.41506	0.57172	0.13143	dwpc	1
rephetio-v2.0_perm-5	CbGiGbCtD	0.38976	0.58844	0.1472	dwpc	1
rephetio-v2.0	CbGiGcGaD	0.72344	0.60782	0.27736	dwpc	0
rephetio-v2.0_perm-1	CbGiGcGaD	0.70007	0.59413	0.15047	dwpc	1
rephetio-v2.0_perm-2	CbGiGcGaD	0.745	0.5856	0.14858	dwpc	1
rephetio-v2.0_perm-3	CbGiGcGaD	0.68011	0.59535	0.15125	dwpc	1
rephetio-v2.0_perm-4	CbGiGcGaD	0.71451	0.58762	0.14707	dwpc	1
rephetio-v2.0_perm-5	CbGiGcGaD	0.72233	0.60499	0.15023	dwpc	1
rephetio-v2.0	CbGiGcGdD	0.36397	0.56227	0.23982	dwpc	0
rephetio-v2.0_perm-1	CbGiGcGdD	0.35175	0.54231	0.12282	dwpc	1
rephetio-v2.0_perm-2	CbGiGcGdD	0.37036	0.5453	0.12409	dwpc	1
rephetio-v2.0_perm-3	CbGiGcGdD	0.3534	0.56131	0.13378	dwpc	1
rephetio-v2.0_perm-4	CbGiGcGdD	0.35754	0.54386	0.12317	dwpc	1
rephetio-v2.0_perm-5	CbGiGcGdD	0.36552	0.53917	0.11802	dwpc	1
rephetio-v2.0	CbGiGcGuD	0.37722	0.56599	0.24615	dwpc	0
rephetio-v2.0_perm-1	CbGiGcGuD	0.34747	0.54969	0.12438	dwpc	1
rephetio-v2.0_perm-2	CbGiGcGuD	0.36979	0.54191	0.12288	dwpc	1
rephetio-v2.0_perm-3	CbGiGcGuD	0.33963	0.56595	0.137	dwpc	1
rephetio-v2.0_perm-4	CbGiGcGuD	0.35911	0.55163	0.12531	dwpc	1
rephetio-v2.0_perm-5	CbGiGcGuD	0.36138	0.5455	0.1247	dwpc	1
rephetio-v2.0	CbGiGdAlD	0.82834	0.55988	0.23563	dwpc	0
rephetio-v2.0_perm-1	CbGiGdAlD	0.90335	0.54184	0.11778	dwpc	1
rephetio-v2.0_perm-2	CbGiGdAlD	0.87464	0.54512	0.12453	dwpc	1
rephetio-v2.0_perm-3	CbGiGdAlD	0.89195	0.54656	0.13418	dwpc	1
rephetio-v2.0_perm-4	CbGiGdAlD	0.89663	0.51338	0.11236	dwpc	1
rephetio-v2.0_perm-5	CbGiGdAlD	0.90359	0.53633	0.1207	dwpc	1
rephetio-v2.0	CbGiGdCpD	0.15709	0.53292	0.2475	dwpc	0
rephetio-v2.0_perm-1	CbGiGdCpD	0.17559	0.54834	0.13759	dwpc	1
rephetio-v2.0_perm-2	CbGiGdCpD	0.14963	0.5255	0.12831	dwpc	1
rephetio-v2.0_perm-3	CbGiGdCpD	0.13971	0.53632	0.14127	dwpc	1
rephetio-v2.0_perm-4	CbGiGdCpD	0.18098	0.54158	0.1368	dwpc	1
rephetio-v2.0_perm-5	CbGiGdCpD	0.168	0.53377	0.12938	dwpc	1
rephetio-v2.0	CbGiGdCtD	0.64026	0.63234	0.32319	dwpc	0
rephetio-v2.0_perm-1	CbGiGdCtD	0.70692	0.63613	0.1661	dwpc	1
rephetio-v2.0_perm-2	CbGiGdCtD	0.69489	0.60383	0.1517	dwpc	1
rephetio-v2.0_perm-3	CbGiGdCtD	0.66861	0.60444	0.15409	dwpc	1
rephetio-v2.0_perm-4	CbGiGdCtD	0.68902	0.59335	0.14059	dwpc	1
rephetio-v2.0_perm-5	CbGiGdCtD	0.70793	0.64034	0.16651	dwpc	1
rephetio-v2.0	CbGiGdD	0.26119	0.54387	0.24287	dwpc	0
rephetio-v2.0_perm-1	CbGiGdD	0.26481	0.53504	0.12501	dwpc	1
rephetio-v2.0_perm-2	CbGiGdD	0.25086	0.52296	0.12063	dwpc	1
rephetio-v2.0_perm-3	CbGiGdD	0.255	0.54433	0.13003	dwpc	1
rephetio-v2.0_perm-4	CbGiGdD	0.24947	0.52983	0.12078	dwpc	1
rephetio-v2.0_perm-5	CbGiGdD	0.26654	0.54137	0.12765	dwpc	1
rephetio-v2.0	CbGiGdDrD	0.54464	0.5114	0.20889	dwpc	0
rephetio-v2.0_perm-1	CbGiGdDrD	0.5379	0.49368	0.10487	dwpc	1
rephetio-v2.0_perm-2	CbGiGdDrD	0.55568	0.49082	0.10986	dwpc	1
rephetio-v2.0_perm-3	CbGiGdDrD	0.54281	0.56592	0.1351	dwpc	1
rephetio-v2.0_perm-4	CbGiGdDrD	0.52157	0.4929	0.1051	dwpc	1
rephetio-v2.0_perm-5	CbGiGdDrD	0.55091	0.47733	0.10468	dwpc	1
rephetio-v2.0	CbGiGeAlD	0.97007	0.59218	0.25414	dwpc	0
rephetio-v2.0_perm-1	CbGiGeAlD	0.95546	0.54947	0.12149	dwpc	1
rephetio-v2.0_perm-2	CbGiGeAlD	0.9683	0.53735	0.12216	dwpc	1
rephetio-v2.0_perm-3	CbGiGeAlD	0.96805	0.55843	0.13039	dwpc	1
rephetio-v2.0_perm-4	CbGiGeAlD	0.96867	0.54241	0.12019	dwpc	1
rephetio-v2.0_perm-5	CbGiGeAlD	0.96877	0.54403	0.11997	dwpc	1
rephetio-v2.0	CbGiGiGaD	0.97166	0.68141	0.34546	dwpc	0
rephetio-v2.0_perm-1	CbGiGiGaD	0.97202	0.61681	0.16595	dwpc	1
rephetio-v2.0_perm-2	CbGiGiGaD	0.98115	0.60657	0.16086	dwpc	1
rephetio-v2.0_perm-3	CbGiGiGaD	0.9831	0.60907	0.16208	dwpc	1
rephetio-v2.0_perm-4	CbGiGiGaD	0.98234	0.60608	0.16011	dwpc	1
rephetio-v2.0_perm-5	CbGiGiGaD	0.97946	0.61722	0.1619	dwpc	1
rephetio-v2.0	CbGiGiGdD	0.46119	0.57193	0.25418	dwpc	0
rephetio-v2.0_perm-1	CbGiGiGdD	0.44497	0.56163	0.12597	dwpc	1
rephetio-v2.0_perm-2	CbGiGiGdD	0.46316	0.56761	0.12979	dwpc	1
rephetio-v2.0_perm-3	CbGiGiGdD	0.45975	0.57078	0.13438	dwpc	1
rephetio-v2.0_perm-4	CbGiGiGdD	0.46462	0.56574	0.12629	dwpc	1
rephetio-v2.0_perm-5	CbGiGiGdD	0.45864	0.56599	0.12552	dwpc	1
rephetio-v2.0	CbGiGiGuD	0.46225	0.5953	0.27312	dwpc	0
rephetio-v2.0_perm-1	CbGiGiGuD	0.4551	0.57511	0.12816	dwpc	1
rephetio-v2.0_perm-2	CbGiGiGuD	0.46502	0.58001	0.13237	dwpc	1
rephetio-v2.0_perm-3	CbGiGiGuD	0.47934	0.58579	0.13475	dwpc	1
rephetio-v2.0_perm-4	CbGiGiGuD	0.47658	0.58617	0.134	dwpc	1
rephetio-v2.0_perm-5	CbGiGiGuD	0.47975	0.5811	0.12905	dwpc	1
rephetio-v2.0	CbGiGr>GaD	0.91762	0.63215	0.29896	dwpc	0
rephetio-v2.0_perm-1	CbGiGr>GaD	0.94804	0.60741	0.16086	dwpc	1
rephetio-v2.0_perm-2	CbGiGr>GaD	0.96302	0.59319	0.15383	dwpc	1
rephetio-v2.0_perm-3	CbGiGr>GaD	0.96692	0.60117	0.15512	dwpc	1
rephetio-v2.0_perm-4	CbGiGr>GaD	0.95187	0.5989	0.1531	dwpc	1
rephetio-v2.0_perm-5	CbGiGr>GaD	0.96606	0.61688	0.16437	dwpc	1
rephetio-v2.0	CbGiGr>GdD	0.41404	0.56689	0.24758	dwpc	0
rephetio-v2.0_perm-1	CbGiGr>GdD	0.42698	0.56466	0.12816	dwpc	1
rephetio-v2.0_perm-2	CbGiGr>GdD	0.43547	0.55902	0.12473	dwpc	1
rephetio-v2.0_perm-3	CbGiGr>GdD	0.42255	0.56459	0.1326	dwpc	1
rephetio-v2.0_perm-4	CbGiGr>GdD	0.42218	0.55259	0.12274	dwpc	1
rephetio-v2.0_perm-5	CbGiGr>GdD	0.44481	0.5674	0.12768	dwpc	1
rephetio-v2.0	CbGiGr>GuD	0.41192	0.56988	0.2627	dwpc	0
rephetio-v2.0_perm-1	CbGiGr>GuD	0.44268	0.57407	0.13045	dwpc	1
rephetio-v2.0_perm-2	CbGiGr>GuD	0.44318	0.57707	0.13249	dwpc	1
rephetio-v2.0_perm-3	CbGiGr>GuD	0.43731	0.57058	0.13529	dwpc	1
rephetio-v2.0_perm-4	CbGiGr>GuD	0.42603	0.56234	0.12877	dwpc	1
rephetio-v2.0_perm-5	CbGiGr>GuD	0.44353	0.57061	0.13002	dwpc	1
rephetio-v2.0	CbGiGuAlD	0.8257	0.58991	0.26047	dwpc	0
rephetio-v2.0_perm-1	CbGiGuAlD	0.90207	0.54855	0.1198	dwpc	1
rephetio-v2.0_perm-2	CbGiGuAlD	0.87336	0.54449	0.12278	dwpc	1
rephetio-v2.0_perm-3	CbGiGuAlD	0.89408	0.53863	0.13046	dwpc	1
rephetio-v2.0_perm-4	CbGiGuAlD	0.90061	0.51152	0.11244	dwpc	1
rephetio-v2.0_perm-5	CbGiGuAlD	0.90217	0.53503	0.11915	dwpc	1
rephetio-v2.0	CbGiGuCpD	0.16556	0.54571	0.25663	dwpc	0
rephetio-v2.0_perm-1	CbGiGuCpD	0.16745	0.54576	0.13713	dwpc	1
rephetio-v2.0_perm-2	CbGiGuCpD	0.12393	0.516	0.12631	dwpc	1
rephetio-v2.0_perm-3	CbGiGuCpD	0.13758	0.53784	0.14181	dwpc	1
rephetio-v2.0_perm-4	CbGiGuCpD	0.15008	0.53079	0.12906	dwpc	1
rephetio-v2.0_perm-5	CbGiGuCpD	0.16201	0.52627	0.12491	dwpc	1
rephetio-v2.0	CbGiGuCtD	0.6249	0.58656	0.28607	dwpc	0
rephetio-v2.0_perm-1	CbGiGuCtD	0.68123	0.62276	0.16268	dwpc	1
rephetio-v2.0_perm-2	CbGiGuCtD	0.68761	0.60603	0.15125	dwpc	1
rephetio-v2.0_perm-3	CbGiGuCtD	0.70325	0.61119	0.15395	dwpc	1
rephetio-v2.0_perm-4	CbGiGuCtD	0.66724	0.60753	0.14642	dwpc	1
rephetio-v2.0_perm-5	CbGiGuCtD	0.70009	0.63423	0.17026	dwpc	1
rephetio-v2.0	CbGiGuD	0.25801	0.55624	0.26009	dwpc	0
rephetio-v2.0_perm-1	CbGiGuD	0.26538	0.53515	0.12208	dwpc	1
rephetio-v2.0_perm-2	CbGiGuD	0.26942	0.53255	0.12414	dwpc	1
rephetio-v2.0_perm-3	CbGiGuD	0.2533	0.54458	0.1303	dwpc	1
rephetio-v2.0_perm-4	CbGiGuD	0.26057	0.53394	0.12294	dwpc	1
rephetio-v2.0_perm-5	CbGiGuD	0.27695	0.52723	0.11974	dwpc	1
rephetio-v2.0	CbGiGuDrD	0.54887	0.52491	0.22195	dwpc	0
rephetio-v2.0_perm-1	CbGiGuDrD	0.53919	0.49954	0.10667	dwpc	1
rephetio-v2.0_perm-2	CbGiGuDrD	0.59038	0.49326	0.10869	dwpc	1
rephetio-v2.0_perm-3	CbGiGuDrD	0.5563	0.56381	0.13194	dwpc	1
rephetio-v2.0_perm-4	CbGiGuDrD	0.54948	0.48989	0.10389	dwpc	1
rephetio-v2.0_perm-5	CbGiGuDrD	0.5897	0.46442	0.099465	dwpc	1
rephetio-v2.0	CbGpBPpGaD	0.9857	0.67325	0.35851	dwpc	0
rephetio-v2.0_perm-1	CbGpBPpGaD	0.98258	0.62682	0.1697	dwpc	1
rephetio-v2.0_perm-2	CbGpBPpGaD	0.98258	0.6209	0.17041	dwpc	1
rephetio-v2.0_perm-3	CbGpBPpGaD	0.98523	0.61498	0.16832	dwpc	1
rephetio-v2.0_perm-4	CbGpBPpGaD	0.98718	0.62182	0.1662	dwpc	1
rephetio-v2.0_perm-5	CbGpBPpGaD	0.98716	0.6359	0.17433	dwpc	1
rephetio-v2.0	CbGpBPpGdD	0.46543	0.57278	0.24587	dwpc	0
rephetio-v2.0_perm-1	CbGpBPpGdD	0.46581	0.56658	0.12577	dwpc	1
rephetio-v2.0_perm-2	CbGpBPpGdD	0.47087	0.56875	0.13048	dwpc	1
rephetio-v2.0_perm-3	CbGpBPpGdD	0.46131	0.56826	0.13158	dwpc	1
rephetio-v2.0_perm-4	CbGpBPpGdD	0.47145	0.56731	0.12683	dwpc	1
rephetio-v2.0_perm-5	CbGpBPpGdD	0.47162	0.56579	0.12633	dwpc	1
rephetio-v2.0	CbGpBPpGuD	0.45854	0.58511	0.25767	dwpc	0
rephetio-v2.0_perm-1	CbGpBPpGuD	0.46196	0.57473	0.12703	dwpc	1
rephetio-v2.0_perm-2	CbGpBPpGuD	0.48158	0.58278	0.13346	dwpc	1
rephetio-v2.0_perm-3	CbGpBPpGuD	0.48289	0.58579	0.13486	dwpc	1
rephetio-v2.0_perm-4	CbGpBPpGuD	0.46476	0.57888	0.13044	dwpc	1
rephetio-v2.0_perm-5	CbGpBPpGuD	0.48246	0.58056	0.13072	dwpc	1
rephetio-v2.0	CbGpCCpGaD	0.9555	0.63718	0.33612	dwpc	0
rephetio-v2.0_perm-1	CbGpCCpGaD	0.97416	0.62858	0.17301	dwpc	1
rephetio-v2.0_perm-2	CbGpCCpGaD	0.97587	0.6195	0.17284	dwpc	1
rephetio-v2.0_perm-3	CbGpCCpGaD	0.97189	0.60142	0.16385	dwpc	1
rephetio-v2.0_perm-4	CbGpCCpGaD	0.97864	0.62454	0.17472	dwpc	1
rephetio-v2.0_perm-5	CbGpCCpGaD	0.97704	0.62094	0.16947	dwpc	1
rephetio-v2.0	CbGpCCpGdD	0.45642	0.56794	0.24126	dwpc	0
rephetio-v2.0_perm-1	CbGpCCpGdD	0.44768	0.57004	0.12831	dwpc	1
rephetio-v2.0_perm-2	CbGpCCpGdD	0.46188	0.56769	0.13009	dwpc	1
rephetio-v2.0_perm-3	CbGpCCpGdD	0.43689	0.5618	0.12984	dwpc	1
rephetio-v2.0_perm-4	CbGpCCpGdD	0.45109	0.56799	0.13096	dwpc	1
rephetio-v2.0_perm-5	CbGpCCpGdD	0.45807	0.56314	0.12551	dwpc	1
rephetio-v2.0	CbGpCCpGuD	0.43417	0.57188	0.25161	dwpc	0
rephetio-v2.0_perm-1	CbGpCCpGuD	0.44911	0.57733	0.1317	dwpc	1
rephetio-v2.0_perm-2	CbGpCCpGuD	0.45717	0.57587	0.13292	dwpc	1
rephetio-v2.0_perm-3	CbGpCCpGuD	0.45208	0.57942	0.13369	dwpc	1
rephetio-v2.0_perm-4	CbGpCCpGuD	0.45379	0.58126	0.13505	dwpc	1
rephetio-v2.0_perm-5	CbGpCCpGuD	0.4565	0.57477	0.12938	dwpc	1
rephetio-v2.0	CbGpMFpGaD	0.97166	0.6821	0.38448	dwpc	0
rephetio-v2.0_perm-1	CbGpMFpGaD	0.97916	0.63179	0.17624	dwpc	1
rephetio-v2.0_perm-2	CbGpMFpGaD	0.98044	0.62925	0.17243	dwpc	1
rephetio-v2.0_perm-3	CbGpMFpGaD	0.98481	0.62115	0.16893	dwpc	1
rephetio-v2.0_perm-4	CbGpMFpGaD	0.98462	0.63651	0.17648	dwpc	1
rephetio-v2.0_perm-5	CbGpMFpGaD	0.98702	0.64068	0.17812	dwpc	1
rephetio-v2.0	CbGpMFpGdD	0.45219	0.57189	0.24878	dwpc	0
rephetio-v2.0_perm-1	CbGpMFpGdD	0.46281	0.56919	0.12868	dwpc	1
rephetio-v2.0_perm-2	CbGpMFpGdD	0.45688	0.56221	0.12939	dwpc	1
rephetio-v2.0_perm-3	CbGpMFpGdD	0.45918	0.56676	0.12979	dwpc	1
rephetio-v2.0_perm-4	CbGpMFpGdD	0.46946	0.56587	0.12802	dwpc	1
rephetio-v2.0_perm-5	CbGpMFpGdD	0.46891	0.56785	0.12806	dwpc	1
rephetio-v2.0	CbGpMFpGuD	0.45457	0.59385	0.27021	dwpc	0
rephetio-v2.0_perm-1	CbGpMFpGuD	0.45824	0.57721	0.13002	dwpc	1
rephetio-v2.0_perm-2	CbGpMFpGuD	0.46473	0.57857	0.13397	dwpc	1
rephetio-v2.0_perm-3	CbGpMFpGuD	0.47608	0.58193	0.13418	dwpc	1
rephetio-v2.0_perm-4	CbGpMFpGuD	0.46134	0.5789	0.13253	dwpc	1
rephetio-v2.0_perm-5	CbGpMFpGuD	0.46977	0.5777	0.13056	dwpc	1
rephetio-v2.0	CbGpPWpGaD	0.97642	0.70155	0.38179	dwpc	0
rephetio-v2.0_perm-1	CbGpPWpGaD	0.97759	0.62495	0.16948	dwpc	1
rephetio-v2.0_perm-2	CbGpPWpGaD	0.9823	0.62457	0.17011	dwpc	1
rephetio-v2.0_perm-3	CbGpPWpGaD	0.98055	0.62573	0.1713	dwpc	1
rephetio-v2.0_perm-4	CbGpPWpGaD	0.98462	0.62467	0.16407	dwpc	1
rephetio-v2.0_perm-5	CbGpPWpGaD	0.98431	0.62741	0.16612	dwpc	1
rephetio-v2.0	CbGpPWpGdD	0.44	0.57252	0.2455	dwpc	0
rephetio-v2.0_perm-1	CbGpPWpGdD	0.44668	0.56396	0.12686	dwpc	1
rephetio-v2.0_perm-2	CbGpPWpGdD	0.46802	0.57065	0.13028	dwpc	1
rephetio-v2.0_perm-3	CbGpPWpGdD	0.45719	0.56992	0.13253	dwpc	1
rephetio-v2.0_perm-4	CbGpPWpGdD	0.44482	0.55813	0.12329	dwpc	1
rephetio-v2.0_perm-5	CbGpPWpGdD	0.45993	0.56124	0.1248	dwpc	1
rephetio-v2.0	CbGpPWpGuD	0.44212	0.58457	0.26195	dwpc	0
rephetio-v2.0_perm-1	CbGpPWpGuD	0.45639	0.57386	0.12827	dwpc	1
rephetio-v2.0_perm-2	CbGpPWpGuD	0.46059	0.57975	0.13477	dwpc	1
rephetio-v2.0_perm-3	CbGpPWpGuD	0.47309	0.58585	0.13731	dwpc	1
rephetio-v2.0_perm-4	CbGpPWpGuD	0.46091	0.5768	0.12934	dwpc	1
rephetio-v2.0_perm-5	CbGpPWpGuD	0.47946	0.579	0.12988	dwpc	1
rephetio-v2.0	CbGr>G<rGaD	0.89642	0.64255	0.3202	dwpc	0
rephetio-v2.0_perm-1	CbGr>G<rGaD	0.87537	0.58266	0.15112	dwpc	1
rephetio-v2.0_perm-2	CbGr>G<rGaD	0.9042	0.57859	0.15121	dwpc	1
rephetio-v2.0_perm-3	CbGr>G<rGaD	0.88087	0.59318	0.16485	dwpc	1
rephetio-v2.0_perm-4	CbGr>G<rGaD	0.88153	0.57564	0.15073	dwpc	1
rephetio-v2.0_perm-5	CbGr>G<rGaD	0.8909	0.59706	0.15806	dwpc	1
rephetio-v2.0	CbGr>G<rGdD	0.40159	0.58063	0.26562	dwpc	0
rephetio-v2.0_perm-1	CbGr>G<rGdD	0.40457	0.55656	0.12313	dwpc	1
rephetio-v2.0_perm-2	CbGr>G<rGdD	0.42047	0.55422	0.12513	dwpc	1
rephetio-v2.0_perm-3	CbGr>G<rGdD	0.41247	0.56908	0.13543	dwpc	1
rephetio-v2.0_perm-4	CbGr>G<rGdD	0.39954	0.55111	0.12345	dwpc	1
rephetio-v2.0_perm-5	CbGr>G<rGdD	0.41928	0.55865	0.12389	dwpc	1
rephetio-v2.0	CbGr>G<rGuD	0.41245	0.586	0.26846	dwpc	0
rephetio-v2.0_perm-1	CbGr>G<rGuD	0.42441	0.57179	0.1265	dwpc	1
rephetio-v2.0_perm-2	CbGr>G<rGuD	0.4299	0.57368	0.13042	dwpc	1
rephetio-v2.0_perm-3	CbGr>G<rGuD	0.41644	0.57918	0.13539	dwpc	1
rephetio-v2.0_perm-4	CbGr>G<rGuD	0.39356	0.55627	0.12664	dwpc	1
rephetio-v2.0_perm-5	CbGr>G<rGuD	0.40716	0.55962	0.12501	dwpc	1
rephetio-v2.0	CbGr>GaD	0.60053	0.63016	0.3078	dwpc	0
rephetio-v2.0_perm-1	CbGr>GaD	0.62584	0.56646	0.13916	dwpc	1
rephetio-v2.0_perm-2	CbGr>GaD	0.63364	0.58042	0.14339	dwpc	1
rephetio-v2.0_perm-3	CbGr>GaD	0.63396	0.58578	0.15432	dwpc	1
rephetio-v2.0_perm-4	CbGr>GaD	0.63121	0.57932	0.14187	dwpc	1
rephetio-v2.0_perm-5	CbGr>GaD	0.62621	0.60421	0.15587	dwpc	1
rephetio-v2.0	CbGr>GaDrD	0.76132	0.55919	0.23745	dwpc	0
rephetio-v2.0_perm-1	CbGr>GaDrD	0.73976	0.48433	0.099796	dwpc	1
rephetio-v2.0_perm-2	CbGr>GaDrD	0.78769	0.50589	0.10708	dwpc	1
rephetio-v2.0_perm-3	CbGr>GaDrD	0.78262	0.55869	0.12833	dwpc	1
rephetio-v2.0_perm-4	CbGr>GaDrD	0.7437	0.49088	0.10536	dwpc	1
rephetio-v2.0_perm-5	CbGr>GaDrD	0.74986	0.52548	0.11721	dwpc	1
rephetio-v2.0	CbGr>GbCpD	0.1155	0.53698	0.25742	dwpc	0
